Item_Identifier,Item_type_combined_Drinks,Item_type_combined_Food,Item_type_combined_Non-Consumable,Item_Weight,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular,Item_Visibility_avg,Item_MRP,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Years.of.Operation,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Outlet_Sales
FDP28,0,1,0,13.65,0,0,1,1.222469015,259.6936,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2087.9488
DRZ24,1,0,0,7.535,1,0,0,1.240092063,120.844,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,2157.192
FDG04,0,1,0,12.79,1,0,0,0.160948879,185.1898,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,374.1796
FDF58,0,1,0,12.79,1,0,0,0.144569463,64.551,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,1201.769
FDI21,0,1,0,5.59,0,0,1,0.858232481,63.2168,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1725.7536
FDZ43,0,1,0,11,0,0,1,0.864978792,240.4512,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,7028.1848
FDI57,0,1,0,19.85,1,0,0,0.820430011,195.0768,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1970.768
FDV03,0,1,0,17.6,1,0,0,0.882587193,153.6314,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,5274.4676
FDT12,0,1,0,6.215,0,0,1,1.259333647,224.4062,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,225.7062
FDF29,0,1,0,15.1,0,0,1,0.303480627,128.831,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1817.634
FDU02,0,1,0,13.35,1,0,0,1.553023193,230.6352,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,5725.88
FDD23,0,1,0,9.5,0,0,1,0.73933537,186.5898,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,5238.5144
FDN04,0,1,0,11.8,0,0,1,1,179.2344,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2141.2128
FDG29,0,1,0,17.6,1,0,0,0.853357144,40.3454,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,796.9626
FDK51,0,1,0,19.85,1,0,0,0.132861056,266.6884,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,264.9884
FDB53,0,1,0,13.35,1,0,0,2.117715493,147.6392,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1938.8096
DRI23,1,0,0,18.85,1,0,0,2.091996622,158.4578,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1444.1202
FDP57,0,1,0,17.5,1,0,0,1,102.999,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,2992.771
FDY57,0,1,0,20.2,0,0,1,1.848900062,95.3752,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1150.5024
NCT42,0,0,1,5.88,0,1,0,0.377937261,149.9392,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1491.392
FDZ21,0,1,0,12.79,0,0,1,0.591816251,95.641,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,1737.738
FDC50,0,1,0,15.85,1,0,0,2.081337587,94.4094,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1904.188
FDT40,0,1,0,5.985,1,0,0,1.455429203,127.3678,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,508.6712
FDD50,0,1,0,18.85,1,0,0,2.159778633,170.4132,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,4396.9432
DRI23,1,0,0,18.85,1,0,0,2.0834642,161.7578,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1604.578
FDQ46,0,1,0,7.51,1,0,0,1.58295432,113.5544,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,894.8352
NCW06,0,0,1,16.2,0,1,0,1,190.8162,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,3271.0754
NCX06,0,0,1,17.6,0,1,0,0.238821578,182.5976,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1629.8784
NCE19,0,0,1,8.97,0,1,0,1.409147818,54.6956,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,764.3384
FDI60,0,1,0,7.22,0,0,1,0.580556726,64.751,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,126.502
FDC47,0,1,0,12.79,1,0,0,3.1562302,228.1694,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,228.3694
FDE02,0,1,0,8.71,1,0,0,1.848841186,94.4778,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2628.5784
FDE11,0,1,0,17.7,0,0,1,2.056718413,186.0924,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,3516.7556
FDP11,0,1,0,15.85,1,0,0,1.04985241,217.5166,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,653.1498
FDB08,0,1,0,6.055,1,0,0,0.474267954,160.3578,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2406.867
FDL48,0,1,0,12.79,0,0,1,1.241312951,46.8034,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,1069.2748
FDH26,0,1,0,19.25,0,0,1,0.526948007,141.5496,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1976.0944
FDI33,0,1,0,16.5,1,0,0,0.431770291,91.0146,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1368.219
FDQ26,0,1,0,13.5,0,0,1,1.029106006,57.8562,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,355.5372
FDN03,0,1,0,12.79,0,0,1,0.400598443,250.9408,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,1001.3632
FDO13,0,1,0,7.865,1,0,0,0.92768649,164.5526,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1644.526
NCJ29,0,0,1,10.6,0,1,0,0.534437548,84.7224,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1619.2256
FDE52,0,1,0,12.79,0,0,1,0.450960066,88.9514,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3453.5046
FDA52,0,1,0,16.2,0,0,1,1.946817026,178.337,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1411.496
FDF57,0,1,0,14.5,0,0,1,0.893348908,169.7448,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,3238.4512
NCO26,0,0,1,7.235,0,1,0,1.164343201,116.4492,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2316.984
DRL59,1,0,0,16.75,1,0,0,0.321747059,55.1298,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1240.3854
FDC60,0,1,0,12.79,0,0,1,3.038937858,88.8514,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,265.6542
DRD25,1,0,0,12.79,1,0,0,1.191604493,113.286,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2716.464
FDB26,0,1,0,14,0,0,1,0.473999474,52.564,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,639.168
FDK51,0,1,0,19.85,1,0,0,0.079377139,265.8884,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,2649.884
FDE53,0,1,0,10.895,1,0,0,0.409872093,106.328,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,852.224
FDV24,0,1,0,5.635,1,0,0,2.620916343,148.205,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,449.415
FDI34,0,1,0,10.65,0,0,1,1.298163883,229.3668,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2303.668
FDL36,0,1,0,15.1,1,0,0,1.930695962,88.283,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,89.883
NCA54,0,0,1,16.5,0,1,0,0.555573199,178.7318,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1263.0226
FDI38,0,1,0,13.35,0,0,1,0.222228146,208.5638,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,2277.7018
FDG31,0,1,0,12.15,1,0,0,0.574120666,63.0826,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,322.913
FDA21,0,1,0,13.65,1,0,0,0.546097056,186.3924,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1295.6468
FDI09,0,1,0,20.75,0,0,1,1.964112506,240.288,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,2396.88
FDI20,0,1,0,19.1,1,0,0,0.584231142,210.6586,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,5487.5236
DRI51,1,0,0,17.25,1,0,0,1,171.5764,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,4637.9628
DRZ11,1,0,0,12.79,0,0,1,1.699994435,123.0388,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,1981.4208
FDY07,0,1,0,12.79,1,0,0,1,45.9402,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,872.8638
FDC58,0,1,0,10.195,1,0,0,0.635415429,43.8428,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,175.7712
NCC30,0,0,1,16.6,0,1,0,0.417817824,176.6344,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1962.7784
FDY03,0,1,0,17.6,0,0,1,1.153226354,111.8202,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2025.3636
FDZ44,0,1,0,8.185,1,0,0,0.587224026,117.1808,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1874.8928
FDP28,0,1,0,13.65,0,0,1,1.225179879,261.1936,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,2348.9424
DRD15,1,0,0,10.6,1,0,0,0.862499276,231.9642,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,3020.7346
FDL08,0,1,0,10.8,1,0,0,0.758122053,243.9144,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,4655.2736
FDP25,0,1,0,15.2,1,0,0,0.321556104,219.4824,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1747.0592
DRK59,1,0,0,8.895,1,0,0,1,232.9616,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,2812.3392
DRJ24,1,0,0,11.8,1,0,0,1.718013918,187.0924,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1850.924
FDU33,0,1,0,7.63,0,0,1,3.418756996,45.1402,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,45.9402
FDX47,0,1,0,6.55,0,0,1,0.527651435,157.5288,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1571.288
FDR46,0,1,0,16.85,1,0,0,2.11214196,144.976,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2783.044
FDZ56,0,1,0,12.79,1,0,0,0.388343721,168.2474,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3200.5006
NCO26,0,0,1,7.235,0,1,0,1.171904429,116.9492,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2316.984
FDV38,0,1,0,19.25,1,0,0,1.542840196,55.1956,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,491.3604
FDL13,0,1,0,13.85,0,0,1,1.429291335,233.93,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,233.03
FDD57,0,1,0,18.1,1,0,0,0.339348121,93.6094,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,476.047
FDE46,0,1,0,18.6,1,0,0,0.238906836,153.1366,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3173.8686
FDB28,0,1,0,6.615,1,0,0,2.369998399,196.3426,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,790.9704
FDC41,0,1,0,15.6,1,0,0,2.967104692,77.367,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,153.134
DRI23,1,0,0,18.85,1,0,0,2.084448753,158.6578,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,3369.6138
FDL33,0,1,0,7.235,1,0,0,1,197.2452,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2348.9424
FDS03,0,1,0,7.825,1,0,0,1.207357901,63.4826,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,2002.0606
NCY18,0,0,1,12.79,0,1,0,0.470045084,177.0054,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2101.2648
FDE50,0,1,0,19.7,0,0,1,0.245669432,188.2556,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,3379.6008
FDT02,0,1,0,12.6,1,0,0,0.36677993,34.4874,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,494.0236
FDI34,0,1,0,10.65,0,0,1,1.293480138,230.2668,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,5759.17
FDO15,0,1,0,16.75,0,0,1,0.129864503,73.2038,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1404.1722
DRI39,1,0,0,13.8,1,0,0,1.477685747,55.393,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1018.674
NCO14,0,0,1,9.6,0,1,0,0.449097112,43.6086,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,624.5204
NCN19,0,0,1,13.1,0,1,0,1,189.253,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1518.024
DRJ25,1,0,0,14.6,1,0,0,2.287589212,47.5692,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1379.5376
FDE10,0,1,0,6.67,0,0,1,1.3693817,130.5626,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1180.4634
FDQ08,0,1,0,15.7,0,0,1,0.287028871,59.4536,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,857.5504
NCQ43,0,0,1,17.75,0,1,0,1.686191287,107.7912,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,982.7208
FDY57,0,1,0,20.2,0,0,1,1.836970799,97.3752,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,958.752
FDQ34,0,1,0,10.85,1,0,0,2.473896127,107.4622,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1693.7952
NCG19,0,0,1,20.25,0,1,0,2.24650976,232.7616,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1874.8928
FDI33,0,1,0,12.79,1,0,0,0.428809779,90.2146,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3648.584
FDW27,0,1,0,5.86,0,0,1,2.287292636,156.0314,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,2016.7082
FDH04,0,1,0,6.115,0,0,1,0.173416526,92.4488,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1358.232
FDZ39,0,1,0,19.7,0,0,1,0.273298093,104.499,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1031.99
NCK19,0,0,1,9.8,0,1,0,1.371413517,194.5478,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,774.9912
FDY20,0,1,0,12.5,0,0,1,1.239565034,89.0488,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1267.6832
FDN39,0,1,0,19.35,0,0,1,1.662821461,166.0816,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,671.1264
NCY41,0,0,1,16.75,0,1,0,1.148330988,34.5532,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,323.5788
NCN14,0,0,1,19.1,0,1,0,1.39369085,182.7608,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1837.608
FDR07,0,1,0,21.35,1,0,0,1.973038362,96.2094,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,190.4188
FDW49,0,1,0,19.5,1,0,0,1.250645022,179.2002,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2865.6032
FDN23,0,1,0,6.575,0,0,1,1.144876046,146.4444,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1596.5884
FDS33,0,1,0,6.67,0,0,1,1.882054949,88.9514,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2125.2336
FDY36,0,1,0,12.3,1,0,0,0.142907668,74.838,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1537.998
FDH20,0,1,0,16.1,0,0,1,0.379054696,97.841,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1255.033
FDR15,0,1,0,12.79,0,0,1,0.887689738,155.8314,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,310.2628
NCP50,0,0,1,17.35,0,1,0,0.313499158,80.6618,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1208.427
FDS40,0,1,0,15.35,1,0,0,0.355793797,35.219,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,36.619
FDG38,0,1,0,8.975,0,0,1,0.799498368,86.4224,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1022.6688
NCO18,0,0,1,13.15,0,1,0,0.373460452,178.2686,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2666.529
NCO54,0,0,1,19.5,0,1,0,0.216431999,55.6614,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,718.3982
NCW18,0,0,1,15.1,0,1,0,0.899334387,238.1248,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,4266.4464
FDB36,0,1,0,5.465,0,0,1,0.735647656,132.9626,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2360.9268
FDJ45,0,1,0,17.75,1,0,0,1.112152543,34.2216,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,934.7832
FDP60,0,1,0,12.79,1,0,0,0.843755972,100.3016,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2833.6448
DRD12,1,0,0,6.96,1,0,0,1.169462804,92.7146,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1733.0774
FDR47,0,1,0,17.85,1,0,0,1.331634042,196.0794,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1755.7146
FDJ10,0,1,0,5.095,0,0,1,1.971580379,142.4838,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,561.9352
DRC25,1,0,0,5.73,1,0,0,0.687372056,87.0882,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1803.6522
NCW54,0,0,1,7.5,0,1,0,1.460636367,57.8588,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1145.176
FDA26,0,1,0,7.855,0,0,1,1.119875811,218.6482,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3723.8194
DRF01,1,0,0,5.655,1,0,0,2.654127756,146.9102,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1895.5326
NCZ17,0,0,1,12.15,0,1,0,2.01587084,37.6506,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,37.9506
FDK46,0,1,0,9.6,1,0,0,1.306174918,258.362,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,259.662
NCU41,0,0,1,18.85,0,1,0,0.78861725,190.3846,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3630.6074
FDV20,0,1,0,20.2,0,0,1,0.906559132,127.4678,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,3560.6984
FDT15,0,1,0,12.15,0,0,1,1.083201011,182.295,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,549.285
DRI25,1,0,0,19.6,1,0,0,0.514825152,56.4614,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,773.6596
FDA40,0,1,0,16,0,0,1,1.50518612,88.5856,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,878.856
FDZ15,0,1,0,12.79,1,0,0,0.314917385,117.5782,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2741.0986
FDM13,0,1,0,6.425,1,0,0,0.957706104,132.2626,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2098.6016
NCM05,0,0,1,6.825,0,1,0,0.907421567,262.5226,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,9779.9362
FDD38,0,1,0,12.79,0,0,1,0.217468604,103.7674,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,203.7348
DRI01,1,0,0,7.97,1,0,0,0.874370618,172.1422,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,517.3266
DRG13,1,0,0,17.25,1,0,0,0.563360726,166.4526,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3782.4098
NCT30,0,0,1,9.1,0,1,0,1.219322734,48.8718,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,425.4462
NCG42,0,0,1,19.2,0,1,0,0.625111345,129.831,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1947.465
FDB14,0,1,0,12.79,0,0,1,1.549994921,91.312,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3075.996
FDO27,0,1,0,12.79,0,0,1,2.702089055,95.7752,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3930.8832
FDC14,0,1,0,14.5,0,0,1,1.046847305,41.4454,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,41.9454
FDB49,0,1,0,12.79,0,0,1,0.800438192,98.5384,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,591.2304
FDZ23,0,1,0,17.75,0,0,1,1.025093241,188.024,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,2796.36
FDJ52,0,1,0,7.145,1,0,0,0.271216376,160.6578,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1765.0358
FDJ56,0,1,0,8.985,1,0,0,2.79655264,99.67,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,3295.71
NCR54,0,0,1,16.35,0,1,0,1.380903868,196.811,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,3338.987
DRF01,1,0,0,5.655,1,0,0,1,147.5102,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1166.4816
DRK12,1,0,0,9.5,1,0,0,0.636082952,32.49,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,865.54
FDL58,0,1,0,5.78,0,0,1,1.123339592,264.9568,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,6855.0768
FDD44,0,1,0,8.05,0,0,1,1,257.5646,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,5153.292
FDT50,0,1,0,6.75,0,0,1,1.6478442,95.6752,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1246.3776
DRM23,1,0,0,16.6,1,0,0,2.069677442,173.3422,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,4138.6128
NCM31,0,0,1,6.095,0,1,0,1.233629394,141.9154,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,2694.4926
FDY21,0,1,0,15.1,1,0,0,1,197.211,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,196.411
FDR22,0,1,0,19.35,0,0,1,0.281890528,112.9544,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1342.2528
NCV06,0,0,1,11.3,0,1,0,1.015165168,192.0478,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,3099.9648
FDR45,0,1,0,10.8,1,0,0,0.441330964,240.5222,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,4541.4218
FDH60,0,1,0,19.7,0,0,1,1,194.411,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,5106.686
FDR08,0,1,0,12.79,1,0,0,0.998789376,113.1886,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,111.1886
