Item_Weight,Item_Visibility_avg,Item_MRP,Years.of.Operation,Item_Outlet_Sales
12.79,0.472026426,111.0228,28,3205.1612
9,1.246010282,214.1534,11,1720.4272
6.235,1.802181288,263.291,14,3418.883
9.6,1,244.817,9,4374.306
16.75,1.598854529,156.163,6,782.315
17.1,0.710831719,141.3838,14,1685.8056
6.825,1.183528973,154.5998,15,153.7998
6.78,2.13722389,92.212,6,4101.328
16,1.625207368,181.9634,4,3453.5046
15,2.334400597,105.9938,9,1179.1318
7.39,1.412538683,251.3066,4,1004.0264
17.6,0.853518533,42.5454,16,419.454
12.65,2.365995186,239.6538,16,3845.6608
17.85,0.674171597,127.102,16,2024.032
11.15,0.125438382,150.4708,26,1956.1204
15.7,0.46545157,42.877,9,1168.479
14.65,1,56.4614,15,55.2614
12.79,1.5356593,55.0956,28,2020.0372
18.25,0.186497264,160.4894,11,3073.9986
20.7,1,98.7042,6,1884.8798
15.85,0.869007235,53.3956,16,1364.89
6.575,1.146656017,145.7444,14,3193.1768
17.75,0.46349705,177.866,11,2336.958
12.79,3.008589494,185.2924,28,370.1848
12.79,0.448483385,143.5786,28,3756.4436
12.79,3.231485951,44.9428,28,175.7712
16.7,1.821575269,181.2976,6,3078.6592
10.85,0.434854967,115.1808,16,2109.2544
10,1.513273936,113.7544,14,3243.7776
13.65,0.675126098,37.9532,15,71.9064
19,2.469679474,46.8718,15,189.0872
9.6,0.339705059,102.499,6,2579.975
12,1.151970273,124.1388,6,1486.0656
5.925,1.462396126,43.8086,9,312.2602
13,0.634038702,254.5014,9,4845.0266
8.18,1.256469993,58.5588,6,171.7764
12.8,1.155588726,96.541,11,1834.279
19.2,1.884711577,89.7488,11,2082.6224
14.5,1.4737988,159.4262,16,2705.1454
5.19,0.649888723,196.811,6,3731.809
13.3,1.082488107,61.0536,26,1592.5936
19.6,0.625550689,88.8514,26,2125.2336
17.75,0.526832622,248.275,9,998.7
12.35,1.416795532,119.1124,14,3673.8844
14.35,0.258133137,109.8228,26,2099.9332
6.365,0.111643345,63.2536,11,1225.072
12.79,0.219620492,143.9102,28,3062.0142
12.79,0.180995903,184.7924,28,4442.2176
14.75,0.498280376,238.6906,26,4278.4308
12.15,0.2347856,211.9928,14,631.1784
6.59,0.396695818,121.5098,26,602.549
12.6,1.120808524,255.6356,16,2797.6916
12.79,1.309306492,149.8734,28,445.4202
12.79,0.602981709,83.9908,28,2348.9424
12.79,0.241840693,47.7402,28,1975.4286
12.79,1.243352577,59.2588,28,1374.2112
7.325,1.414764745,92.7146,26,2006.7212
12.79,2.171241136,175.837,28,352.874
15.1,0.302719294,130.531,14,908.817
12.79,1.760483743,164.121,28,6035.477
8.51,1.187805594,172.9422,26,1379.5376
12.79,3.603355977,170.2106,28,171.1106
20.35,0.471588476,257.2672,6,2045.3376
17.85,0.274399639,96.9094,4,1332.9316
18.25,1.183289256,258.4962,4,2848.9582
17.6,1.247309969,160.492,26,1278.336
10.895,0.407566732,106.428,16,1491.392
11.85,3.367005166,99.6726,15,195.7452
12.79,2.161997584,35.919,28,585.904
14.1,1.9149001,88.6198,4,1133.8574
15.15,0.185905446,131.7284,9,1186.4556
17.25,0.88988637,91.612,15,93.212
17.6,0.287817102,237.059,4,2836.308
14.6,0.900722487,179.6976,16,3621.952
10.1,0.410282387,76.467,9,1761.041
10.5,1.08023404,119.2098,9,1325.6078
12.6,0.113036236,186.9556,9,3942.8676
18.7,0.698807131,153.6682,16,3506.7686
5.985,1.458400328,127.1678,4,3560.6984
12.1,1.741762212,221.4114,16,5099.3622
13,1.268236396,196.0426,14,2570.6538
19.2,0.348208097,181.695,11,2563.33
5.78,0.221136759,146.3102,11,2187.153
7.17,0.90544673,130.9968,9,2348.9424
20.85,0.943470146,88.1514,16,1682.4766
18.75,0.520989214,215.7218,14,4274.436
7.5,0.768864375,123.4072,26,3185.1872
10.395,0.560367235,230.5352,11,4580.704
12.8,0.356784854,223.5404,16,1800.3232
11.65,0.889757141,170.4422,26,517.3266
20.2,0.981431685,258.0646,6,5668.6212
11.35,1,103.0016,9,2125.2336
8.71,1.831210921,186.5924,15,555.2772
8.31,1.757499411,177.3028,11,1948.1308
19,1.665703098,188.8214,15,188.4214
7.5,0.771065314,121.7072,11,367.5216
6.525,1.369096314,84.6882,16,601.2174
12.79,0.440990478,122.0098,28,361.5294
12.79,0.405890275,77.0354,28,2332.2974
6.985,2.086044773,182.8608,14,4042.7376
11.3,1.013097022,192.2478,11,1356.2346
6.115,0.178776088,189.053,15,948.765
9.5,0.559821451,194.2452,15,782.9808
15.7,1.861064674,134.2942,11,1192.4478
16,1.364177401,143.2154,16,1701.7848
13.1,1.503909191,198.7768,4,3153.2288
12.79,1,39.0164,28,1042.6428
16.85,0.554882023,90.6488,6,633.8416
12.79,0.63410863,107.628,28,213.056
14.85,0.25223331,157.563,15,312.926
18.2,1.365887806,197.211,11,3142.576
11,0.135861521,119.1756,14,1696.4584
21.1,2.462648201,64.9168,6,639.168
15.2,0.852699553,110.7912,15,109.1912
12.79,1.084087358,37.7506,28,796.9626
9.06,0.148461778,213.256,14,4687.232
11.5,1.104136702,191.253,26,3036.048
11.15,1.112224322,66.8142,9,2372.9112
13.5,1.03119306,57.2562,11,770.3306
15.1,1.325294597,221.8456,16,663.1368
8.3,0.457876499,98.2384,14,2167.8448
14.15,0.370606076,196.411,14,2749.754
12.79,0.506973868,107.3912,28,3057.3536
8.365,0.604135701,190.1188,16,1904.188
11.85,0.846136084,53.0666,14,512.666
19.6,0.726104434,42.277,9,605.878
19,0.996712754,189.6214,14,2826.321
18.25,1.153699829,212.9218,14,3846.9924
19.85,0.317023907,63.5194,14,557.2746
12.85,0.465163485,251.704,11,3542.056
12.79,1.688805658,106.7622,28,2964.1416
19.6,0.602527945,163.7526,4,2960.1468
15.7,0.288652427,60.5536,6,490.0288
13.3,0.963813353,151.3708,16,3611.2992
10.395,1.706582391,59.022,4,1378.206
10.5,0.204599624,143.7154,9,3119.9388
19.35,1.790717071,224.8088,16,2013.3792
14.1,1.013154108,198.9084,26,4761.8016
8.6,0.609610922,188.753,16,7590.12
17.1,0.588544031,166.4842,11,1326.2736
12.79,1.157630247,32.8558,28,713.0718
20.5,0.497623254,38.9822,14,982.055
15.1,1.459375056,134.4942,14,2119.9072
6.69,1,176.937,6,4234.488
12.79,1,121.044,28,2396.88
7.905,0.151684084,250.7408,26,5757.8384
18,1.886987144,118.5124,16,1303.6364
7.84,2.340511029,50.835,6,599.22
15.15,1.009074492,144.676,6,3954.852
15.2,2.633756287,175.8054,15,1050.6324
19.85,0.819156433,197.2768,16,6503.5344
12.79,0.534310608,231.601,28,5972.226
7.325,1.415943058,91.3146,16,1641.8628
5.88,0.378115858,148.4392,11,2087.9488
10.695,0.919662037,174.7712,9,3339.6528
12.79,1.048073485,106.0938,28,2787.0388
20.25,0.393512707,179.5976,16,2535.3664
8.05,1.195460298,257.0646,6,8760.5964
11.65,0.513273057,112.186,9,1018.674
19.35,1.794348699,222.6088,11,1789.6704
7.235,0.881254952,115.8834,9,1382.2008
12.15,0.234376822,209.9928,9,5259.82
8.615,1.761142229,94.1436,26,1512.6976
6.765,1.323069369,105.0306,16,2090.612
10.3,0.168701001,87.254,16,1211.756
13.15,0.578708782,89.4856,6,1230.3984
8.84,1.160642993,109.5228,9,1657.842
8.26,1,122.573,11,739.038
20.1,1.13613408,108.9228,4,1105.228
9.695,1,185.1898,9,2619.2572
18.85,2.540967795,194.6136,16,2721.7904
18.25,0.82359708,140.9154,14,6381.693
12.79,0.921873437,44.4744,28,769.6648
5.32,1,101.7674,26,1120.5414
8.115,0.487512217,157.3972,9,1869.5664
15.1,0.846667191,139.8496,16,1411.496
8.42,1.076043815,215.9192,6,1941.4728
9,1.243253325,216.2534,9,4301.068
8.18,1.254492396,57.3588,4,343.5528
12.79,0.169919024,191.4188,28,3998.7948
15.35,0.212998224,36.719,11,585.904
20.6,0.69720168,177.0344,26,535.3032
9.3,0.640704713,124.4388,26,1609.9044
19.6,1,42.877,14,649.155
11.3,0.855523391,247.8118,9,2223.1062
12.79,2.581460084,124.8704,28,2127.8968
15.3,1.2849976,215.5218,9,4060.7142
8.235,0.220482927,184.495,6,3844.995
15.2,1.391348522,228.5352,16,1832.2816
12.79,1.059116583,110.9912,28,1310.2944
9,0.591395738,37.019,11,659.142
9,0.767263033,150.9024,11,4402.2696
15.35,1.716316052,190.8504,9,3643.2576
12.79,2.036724047,35.0558,28,33.9558
20.1,0.827625568,193.382,9,4247.804
10.3,0.282370902,87.854,15,259.662
12.35,1.414328736,118.7124,9,2607.2728
8.88,1.318476628,152.5682,11,1372.2138
15.85,2.075659889,176.437,15,529.311
14.1,1.365265907,140.1496,4,846.8976
20.25,0.216085827,148.6418,11,2648.5524
16.5,0.541469609,93.612,14,1584.604
13.6,0.661915313,156.7946,16,3629.2758
12.79,1.646148457,42.9112,28,809.6128
20.35,1.371893861,119.5466,15,117.8466
7.275,0.423672164,145.076,9,1611.236
19.7,0.632733101,109.2912,9,2402.2064
12.79,1.510018365,109.1886,28,4225.1668
12.79,4.471975465,47.106,28,139.818
14.15,0.133880725,196.811,4,4517.453
19,1.026830484,130.8626,4,1573.9512
12.79,0.915894432,234.5616,28,6796.4864
20.5,1,37.119,4,842.237
6.96,1.170436803,89.9146,16,1277.0044
15.35,0.210287406,62.5168,4,447.4176
17.1,1.020279115,114.586,11,1584.604
10.195,2.228266572,142.2838,11,1685.8056
12.79,0.282506393,82.9908,28,503.3448
5.78,1.463715131,162.8552,14,3574.0144
6.385,1.273764593,108.2596,11,1186.4556
12.79,0.085499717,184.9924,28,3146.5708
9.3,0.242891353,248.5092,9,6474.2392
13.65,1.999502371,188.024,15,745.696
9.195,1.741608511,59.0246,9,1853.5872
9.17,1.563829789,141.747,14,3006.087
12.6,0.851992911,53.2982,11,736.3748
14.85,0.283182756,188.7214,6,3956.8494
19.35,0.327187467,120.5098,6,1807.647
18.7,1,52.2324,9,467.3916
5.46,0.488874934,187.624,11,3542.056
8.785,0.393656098,120.9414,9,1949.4624
12.6,1.461766343,210.8612,11,3344.9792
8.76,0.76200888,127.3336,4,2684.5056
12.3,0.882974471,58.7562,11,592.562
19.6,0.362853802,103.1964,26,736.3748
12.79,4.307110011,105.5622,28,211.7244
8.155,0.510851688,76.2354,4,1279.0018
12.79,0.355057118,223.8404,28,7201.2928
7.97,0.525342965,171.2422,6,3103.9596
18.85,2.156379291,167.6132,4,1522.0188
11.1,1.681453761,191.5846,11,2101.9306
9.6,0.101716971,164.6184,14,2972.1312
9.27,1.56808033,148.105,15,149.805
13.35,0.487932336,61.2194,16,433.4358
11.3,1.011593113,260.8962,9,4920.9278
19,1.953134788,107.6622,6,1164.4842
12.3,1.690607416,35.6874,11,846.8976
6.425,0.159163465,118.3808,6,2812.3392
11.5,0.313157429,84.954,4,865.54
5.19,0.647238085,195.911,14,2946.165
12.15,0.329105415,163.5184,26,3137.2496
15.25,0.40409493,86.6198,14,1657.1762
11.8,1.621889115,221.6772,26,3113.2808
15.7,0.46528671,253.4724,11,1510.0344
16.75,0.12420597,103.5674,16,1629.8784
10.8,0.731100979,42.2138,14,690.4346
11.8,1.622932998,220.3772,9,4447.544
12.79,0.490977408,166.1842,28,5470.8786
7.81,0.516179955,168.7158,14,2673.8528
11.1,0.546262402,177.2712,16,3339.6528
12.85,1,38.3164,9,502.0132
10.5,0.378851809,216.7508,9,3038.7112
6.135,1.744163112,161.0236,16,1288.9888
12.79,1.042653926,216.9166,28,4354.332
12.79,0.101997338,125.173,28,3202.498
9.3,0.243926928,249.6092,4,5976.2208
16.6,1,54.6614,6,884.1824
8.51,0.787473796,142.947,9,3006.087
8.645,2.186926768,95.441,6,3282.394
8.6,0.825425706,128.831,26,1038.648
12.79,0.501257096,196.4768,28,6306.4576
14.5,1.361249473,158.4604,16,2693.8268
6.65,0.80925729,149.5734,14,2524.0478
20.1,0.339736627,225.9036,26,3643.2576
15.25,0.999147511,179.266,16,1438.128
17.7,1.338915524,182.3292,6,4195.8716
7.075,0.34216867,97.3068,16,1263.6884
11.5,1,129.3652,26,2066.6432
5.82,1.178971182,254.533,6,1281.665
8.785,0.312484447,155.1656,14,4016.1056
5.465,1,129.1626,16,3672.5528
12.79,0.198118229,140.9154,28,2127.231
12.79,2.048711245,52.564,28,2290.352
15.7,0.464345006,252.2724,16,1258.362
7.39,1.40563723,251.9066,26,4267.1122
12.79,0.651095511,102.9332,28,102.5332
6.8,0.568436387,48.6034,9,291.6204
12.79,0.3911176,80.2302,28,2139.2154
11.5,0.699213634,120.2124,9,1540.6612
17.6,0.806197237,45.606,9,1724.422
7.75,1.257187597,34.9558,9,645.1602
12.79,1.243748846,148.6076,28,3990.8052
18.6,1.167124691,161.8236,14,1611.236
5.73,0.687944542,86.0882,16,1116.5466
12.15,0.4342912,149.0708,14,1203.7664
5.44,0.258484191,174.637,26,2999.429
17.7,0.645349415,165.021,11,3425.541
12.79,2.756051587,240.6196,28,4579.3724
12.1,0.254920945,180.666,26,4134.618
8.355,1,145.6418,26,3384.2614
6.26,0.250434735,151.1366,15,453.4098
15.75,2.046318548,101.37,26,2097.27
5.905,0.691619853,221.5456,26,6852.4136
16,1.503136577,210.3902,16,1486.7314
20.25,0.215648484,148.9418,16,3531.4032
5.175,0.567938122,83.4224,14,1448.7808
9,1.202064401,77.2644,26,1335.5948
15.6,0.694972903,168.2132,14,2367.5848
5.175,0.449050184,107.7622,4,2011.3818
12.79,1,175.4028,28,6729.9064
18.7,0.873759984,83.3566,14,1860.2452
17.6,0.237852673,182.6976,16,3440.8544
18.2,2.470864989,43.5086,26,1070.6064
13.15,0.373771492,179.5686,16,1422.1488
8.6,1.382744109,130.231,15,129.831
12.79,0.88764278,168.6448,28,3408.896
20.35,1.358673903,262.1594,14,3139.9128
7.39,1.027506286,140.6812,9,3704.5112
19.6,0.627045077,88.7514,14,2656.542
16.25,2.212390562,95.441,15,193.082
6.28,0.420727921,86.5198,14,1395.5168
9.395,2.413876534,226.072,26,3621.952
7.72,0.792607848,79.1986,6,778.986
12.65,0.639487706,106.4938,26,2465.4574
12.79,0.878410933,175.1738,28,347.5476
16.75,1,88.7856,11,966.7416
15.5,0.398468662,102.3332,26,922.7988
8.88,1.317853865,153.3682,14,1219.7456
18.25,1.142445034,126.3046,11,747.0276
8.935,0.612711686,52.9298,6,539.298
16,1.502852344,210.7902,9,4460.1942
19.7,0.810269438,55.093,4,1018.674
20.6,0.355534733,93.9778,9,2816.334
19.25,1.63799667,32.4558,16,101.8674
14.15,0.37003077,198.311,16,2553.343
6.63,0.166201986,58.2588,11,343.5528
11.8,0.399649643,39.6138,16,365.5242
12.79,0.549952405,85.9566,28,169.1132
12.85,2.080698463,155.563,16,4224.501
11.6,2.195995787,239.8222,6,4063.3774
12.79,0.442101895,97.0726,28,293.6178
12.15,0.890882917,161.0552,6,3411.5592
4.635,2.139533102,128.2994,14,2698.4874
19.6,0.368833459,48.5718,4,425.4462
20.2,1.842229289,95.0752,11,2588.6304
12.79,2.435889465,185.2266,28,5901.6512
9.395,1.654158794,44.6112,16,511.3344
11.395,1.05490645,232.8616,9,2812.3392
19.5,0.416329668,158.792,4,2556.672
18.35,1.398375535,184.4266,16,3504.1054
5.365,3.559114218,173.4764,15,171.7764
11.8,0.214463166,180.4344,4,535.3032
11.3,0.860525303,247.5118,6,2470.118
19.6,0.3638925,104.0964,11,525.982
14,0.627045077,182.0634,14,4544.085
19.7,0.373837069,84.3592,16,743.0328
12.5,1.230195695,220.0798,16,4848.3556
12.3,0.79766956,191.253,11,2656.542
7.435,1.280497395,165.2158,16,2840.9686
6.48,0.514002564,146.9076,16,2956.152
17.6,0.880067921,154.6314,26,1861.5768
8.155,1.814827032,188.453,11,4364.319
16.1,0.520983346,253.4356,14,2797.6916
15.5,1.530223639,199.0768,14,2759.0752
12.79,0.257097062,109.3228,28,2431.5016
4.785,1.403673113,121.0098,9,2530.7058
14.6,0.390324032,197.1084,14,4761.8016
6.445,0.452031196,95.4436,4,1229.0668
4.88,2.022388063,55.0298,26,647.1576
8.1,1,88.5198,26,261.6594
8.395,0.598681951,97.9042,9,1686.4714
10,0.3248588,250.175,16,2996.1
12.79,0.397909535,143.8128,28,4458.1968
12.35,2.815721202,77.1328,26,2239.7512
11.3,1.010855403,192.4478,9,2712.4692
12.79,2.263824163,119.6124,28,592.562
19.5,0.465311045,85.754,9,2163.85
19.7,0.633836678,110.3912,14,3275.736
7.75,1.256378973,32.6558,26,679.116
15.1,1.158182945,88.483,4,988.713
12.79,0.325972127,111.5228,28,1768.3648
11.1,0.50191487,116.6124,9,1540.6612
7.075,0.889681572,142.0128,6,2588.6304
7.97,0.326467148,108.4596,9,3020.0688
12.15,0.433535053,151.0708,9,2858.9452
14.1,1.018128531,200.4084,4,3968.168
12.79,0.402591915,56.2246,28,1737.738
11.1,0.914331269,175.8712,15,175.7712
12.79,2.096498025,111.686,28,452.744
7.42,0.547510795,186.5582,15,185.7582
16.35,0.312039872,52.1324,14,934.7832
19.1,0.392892885,146.8418,14,1765.7016
12.79,1.305143847,143.8102,28,291.6204
5.19,0.673707568,102.899,4,1651.184
11.8,1.748927551,200.2084,14,4563.3932
11.35,0.958660211,87.9856,16,1494.0552
15.2,0.510474009,109.6912,11,1419.4856
11.5,2.636249116,128.8652,11,1291.652
20.25,0.34777136,240.8538,9,7931.6754
10.1,0.827643232,196.5084,26,595.2252
13.1,0.317091577,120.1782,11,2026.0294
12,1.580375156,259.5278,16,2603.278
19,1.697023567,106.5622,16,2117.244
19.7,0.375359932,83.8592,4,247.6776
12.79,2.052615932,256.133,28,256.333
18.6,0.192247029,120.9414,11,2680.5108
11.5,2.63041608,129.0652,9,3487.4604
16.75,0.684410832,187.9556,11,2816.334
18.85,0.649306822,254.433,4,2050.664
6.135,1.743833315,161.5236,9,1288.9888
20.7,2.574210609,184.4266,9,3688.532
17.6,0.630883004,165.4526,9,1644.526
16,1.100918672,228.3668,26,5298.4364
8.92,1.974018275,176.837,11,2117.244
17.75,1.697141394,108.8912,6,327.5736
15.6,1.772681076,78.167,16,1837.608
12.79,2.048719857,232.9958,28,934.7832
17.75,0.961545002,154.6656,15,308.9312
5.73,1.151478133,85.5882,15,171.7764
5.73,0.787025505,188.1898,11,1496.7184
9.3,2.654330932,106.7964,4,525.982
20.2,1.514620369,187.6898,9,3928.8858
12.79,2.71289797,55.7298,28,161.7894
12.15,1,119.244,9,2636.568
21.35,1.042643009,260.4278,26,3644.5892
20.2,1.469336562,175.5028,4,6729.9064
6.57,1.468660684,193.982,9,2316.984
19.35,0.948078701,166.9184,16,3302.368
8.6,0.494619711,143.2154,16,2127.231
8.51,0.786967282,142.247,26,2862.94
12.79,2.581343531,141.5838,28,3231.1274
7.5,0.82802922,237.1906,15,237.6906
14.3,1.933468233,86.0224,9,1022.6688
15,0.9745109,45.506,11,466.06
14.3,1.975755836,75.7328,26,617.8624
10.195,2.848114697,112.486,15,113.186
6.825,0.706959449,154.9998,9,3075.996
12.65,0.53691062,231.401,16,2067.309
11.15,0.488987606,164.0526,9,4769.1254
19.1,0.688046402,42.4138,14,243.6828
18.85,1.404924857,131.4284,15,263.6568
19.6,0.367267627,45.5718,9,945.436
15.1,0.841786609,217.3166,6,1306.2996
12.79,0.484386526,51.6008,28,1821.6288
6.425,1.425012228,175.5712,6,1230.3984
8.88,1.498380917,209.627,11,1887.543
12.3,0.142685843,73.738,16,1318.284
12.85,2.564547939,46.406,4,186.424
11.35,0.653834289,197.9742,26,995.371
12.79,0.542352529,40.9138,28,1380.8692
19,1.570985029,228.372,14,905.488
10.195,0.681912893,115.5808,9,1874.8928
8.27,0.286872199,238.088,6,6231.888
14.85,0.820921999,124.1072,6,1837.608
12.79,1,98.241,28,289.623
18,1.88992091,117.2124,14,2133.2232
7.1,1.674832024,172.108,4,2250.404
8.355,0.211625772,94.0462,11,1480.7392
9.8,0.85495321,84.6908,16,503.3448
18.2,0.186099009,60.0904,6,1113.2176
12.79,1.371790378,229.7984,28,6024.1584
14.65,1.263925357,161.9552,16,4711.2008
12.79,1.70063638,154.4682,28,152.4682
9.695,1.953000541,224.0404,4,5851.0504
12.79,1.373655182,106.6938,28,2251.0698
13.85,0.858752717,233.83,6,2796.36
7.75,1.259380332,35.7558,14,611.2044
11.8,0.214026247,178.5344,11,3390.2536
12.3,1.165473768,247.146,4,492.692
16,1.503933542,88.9856,26,1669.8264
11.5,0.318571666,131.3942,14,927.4594
12.79,0.866430725,151.8366,28,6196.6006
7.36,0.797660569,56.3588,6,744.3644
7.64,1.071154787,91.212,26,466.06
17.75,0.220885852,158.1262,26,4137.2812
17.75,1.114809353,34.8216,14,207.7296
7.27,0.705951258,100.5384,16,2463.46
7.67,4.691087396,33.2216,15,138.4864
20.2,0.595088425,157.663,16,1095.241
16,0.620836574,143.1496,16,2258.3936
9.5,0.475060809,111.1228,14,663.1368
19.1,1.469687768,233.8958,11,2103.2622
15,0.406969441,219.8456,16,4863.0032
7.035,1,262.691,26,6048.793
19.75,0.628165272,117.2466,14,2239.0854
12.79,1,145.276,28,5273.136
12.79,1,196.4794,28,5852.382
11.8,0.39390003,102.5674,11,1629.8784
12.79,1.000819435,126.2704,28,250.3408
12.79,1,178.5318,28,180.4318
19.1,0.689776792,40.3138,4,527.9794
13.6,0.661364494,156.7946,26,2840.3028
5.34,0.090426529,99.5358,16,1407.5012
18.2,1.361988987,197.111,26,589.233
12.15,1.204371415,38.6506,16,796.9626
14.35,0.259809442,109.8228,6,1657.842
17.35,0.849179989,99.2016,14,1518.024
10.695,2.202393045,156.8972,15,467.3916
7.22,0.581943627,62.351,14,885.514
19.1,0.584717733,209.2586,16,3165.879
8.26,0.494673219,124.673,6,1847.595
12.79,1.059988495,163.2868,28,491.3604
14,0.568456917,164.2526,26,1808.9786
6.615,1.400191319,251.8408,4,4506.1344
14.15,2.788047039,82.9276,11,1705.7796
11.8,1.626531907,221.1772,11,3113.2808
12.79,0.721279694,125.7362,28,3020.0688
19.2,1.525949126,112.6886,6,1779.0176
18.85,0.547528671,58.1562,11,1185.124
17,2.124099757,265.1884,4,6359.7216
12.5,0.473449383,102.899,6,2167.179
12.79,1.315380307,98.141,28,1737.738
8.6,0.612094213,189.753,4,2846.295
9.3,0.663769063,192.9846,9,6114.7072
7.27,0.707048831,98.4384,14,1576.6144
11.8,1.165071965,34.9558,14,373.5138
16.35,1,198.5426,16,1384.1982
12.79,4.206939889,156.3946,28,473.3838
12.79,1.508328398,194.4452,28,4697.8848
20,0.521123264,43.7086,16,892.172
5.82,1,169.379,26,2376.906
18.75,0.157035382,208.3954,26,2709.1402
9.5,1.584291731,77.896,9,1997.4
12.79,0.431467119,43.5454,28,755.0172
10.5,0.413496626,171.6106,9,2566.659
20.5,0.551094647,72.9696,9,596.5568
12.3,0.98531839,92.5804,6,2297.01
13.1,0.672790336,180.3318,4,2886.9088
11.395,0.150627995,47.2034,6,340.2238
8.93,0.200960991,56.4614,6,828.921
18.2,1.362865599,195.111,9,3731.809
19.7,0.806310591,55.993,26,905.488
14.1,1.359469851,140.0496,9,1411.496
7.67,2.818518476,35.4216,6,173.108
12.79,1,78.896,28,399.48
14.15,0.371538122,195.111,4,982.055
11.6,2.183231291,239.6222,9,2390.222
18.85,0.650330403,257.633,6,5382.993
15.6,0.697819031,169.2132,6,2536.698
6.385,1.276364878,109.0596,4,1941.4728
16.1,0.379828508,97.141,4,1448.115
9,0.993363237,178.137,4,1058.622
12.79,1.223539114,51.3008,28,759.012
6.635,0.412757688,174.0396,6,2093.2752
12.79,0.82432131,199.6084,28,7142.7024
20.75,0.321932116,151.1024,26,2428.8384
6.63,1.579665148,166.15,14,3828.35
8.42,1.074350209,217.4192,4,431.4384
5.15,0.929031255,125.6388,14,1733.7432
12.79,0.289707682,48.4692,28,1034.6532
12.79,1,100.7042,28,3174.5344
15.1,0.793433908,243.1512,9,4604.6728
15.35,0.835494334,149.7734,9,2820.9946
12.79,0.233456861,194.911,28,196.411
12.85,0.504479387,196.5768,14,5715.2272
12.79,0.818336483,141.2154,28,3119.9388
7.475,1.147996764,156.4656,9,2471.4496
8.27,0.286420679,238.188,4,3835.008
12.85,2.310203103,254.0382,14,1261.691
8.365,0.603632963,191.3188,26,2285.0256
8.985,2.786462754,101.77,11,798.96
19.6,0.625953311,87.0514,9,2125.2336
16.1,0.870665664,253.7356,15,508.6712
20.2,0.179220451,151.634,16,1990.742
10.3,0.377419739,170.9422,9,3103.9596
10.8,2.095008019,191.4504,15,575.2512
16.75,0.630748909,40.9822,15,157.1288
12.79,0.330730562,194.711,28,196.411
18.2,2.452369438,38.419,14,805.618
9.395,1.530895847,86.8856,6,2548.6824
12.79,0.412160655,99.7042,28,3868.9638
12.79,1.744166781,58.0246,28,2143.2102
12.79,1.507780703,233.1642,28,697.0926
5.46,0.489872936,185.224,4,2423.512
12.65,0.95895938,159.2578,6,2406.867
16.5,1.208646186,101.3332,16,1537.998
17.35,0.222576789,73.6038,26,739.038
5.88,0.458629689,101.399,16,2063.98
12.1,0.459386534,74.767,6,1454.773
7.93,1.078587893,42.7086,16,356.8688
8.43,0.262649338,196.8768,9,3350.3056
12.79,0.598179864,39.548,28,1358.232
14.15,1,197.111,14,3731.809
12.79,1.737756543,197.0084,28,3372.9428
12.79,1.780710957,257.7304,28,774.9912
15.1,2.438902818,131.3942,15,397.4826
17.75,0.462193102,257.2672,14,3068.0064
12.85,0.505124864,171.6422,4,3276.4018
10.5,0.669259901,143.9128,15,143.8128
12.79,1,44.1428,28,1362.2268
12.79,1.078143317,60.5536,28,2143.876
12.35,1.511305771,112.2518,26,1366.2216
7.84,2.332066533,51.335,11,1198.44
6.76,0.439080248,78.396,26,1757.712
9.895,2.559109487,236.8564,6,4767.128
8.315,0.540196926,146.6444,14,870.8664
17.5,0.798415973,103.699,4,1031.99
11.6,0.147907275,223.0404,26,2025.3636
7.285,0.472332372,173.2054,16,4902.9512
20.6,1.801708465,75.0696,15,149.1392
16.1,0.523116933,255.7356,6,2543.356
11,0.577825438,40.948,6,479.376
17.7,1.331132926,180.6292,9,3101.2964
17.35,0.952799836,90.883,9,1707.777
12.79,0.448739795,40.9822,28,864.2084
18.2,1.368676135,194.711,4,4910.275
7.825,2.278121832,155.2288,14,1257.0304
19.35,1.249292615,48.5034,14,243.017
8.895,0.401060092,210.3954,4,5001.4896
7.475,0.200055858,217.4192,6,4314.384
10.5,1.080438338,121.3098,16,843.5686
12.3,0.559626645,115.9834,26,2073.3012
6.035,2.145104801,155.0998,14,1230.3984
20.75,0.114501087,107.1622,9,1693.7952
13.85,0.475166596,41.048,16,639.168
15.5,1.150894549,263.9568,11,4745.8224
11.6,1.176615603,171.0106,6,3079.9908
12.79,0.734263332,258.7278,28,5466.8838
6.635,0.096461286,121.1098,6,2651.2156
6.785,0.349058918,208.9928,11,2103.928
16.2,0.293822823,156.4972,16,1090.5804
5.94,0.531957455,176.4344,6,2141.2128
13.35,0.585340254,236.3564,11,2145.2076
6.3,3.23448913,208.527,15,419.454
17.1,0.826563626,84.4566,6,591.8962
8.355,2.848253447,146.5418,14,2501.4106
18.25,0.82566838,142.0154,4,850.8924
12.79,0.677165618,74.767,28,2679.845
12.79,1.351277626,149.8708,28,3611.2992
12.79,0.382813431,81.9934,28,3439.5228
12.65,1.056934537,51.0324,4,727.0536
12.79,0.548121747,219.5482,28,5695.2532
16.5,1.125734927,208.2638,6,4762.4674
20.85,0.944936999,87.2514,14,265.6542
6.155,2.402343283,213.756,15,852.224
7.565,0.828328146,57.393,9,735.709
8.905,2.174576932,61.4878,11,1151.1682
9.195,0.728701216,105.8622,16,2223.1062
16.2,1.575288729,101.299,4,1857.582
