Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,log_sales
16.25,LF,0.087175137,Dairy,1.99273462,16,Small,Tier 1,Supermarket Type1,3.130839829
8.37,Regular,0.039811272,Fruits and Vegetables,2.281757648,26,High,Tier 3,Supermarket Type1,3.35889107
19.7,LF,0.053439522,Fruits and Vegetables,1.741096422,4,Medium,Tier 3,Supermarket Type2,3.008035222
16.7,LF,0.022110425,Dairy,2.0448869,11,Small,Tier 2,Supermarket Type1,3.55121024
13.35,LF,0.140241213,Frozen Foods,2.176783262,6,Small,Tier 2,Supermarket Type1,3.428864314
8.96,Regular,0.069219165,Fruits and Vegetables,2.293532261,4,Medium,Tier 3,Supermarket Type2,3.440763538
20.5,LF,0.141792841,Starchy Foods,1.952875711,16,Small,Tier 1,Supermarket Type1,3.064391941
15.2,LF,0.019031184,Snack Foods,2.372036644,9,Small,Tier 2,Supermarket Type1,3.675823784
10.3,Regular,0.059160135,Fruits and Vegetables,2.282288958,6,Small,Tier 2,Supermarket Type1,3.822256695
17.75,LF,0.076113671,Baking Goods,2.047097218,11,Small,Tier 2,Supermarket Type1,3.002895582
6.78,Regular,0,Fruits and Vegetables,2.357113864,14,Medium,Tier 1,Supermarket Type1,3.562757894
11.5,Regular,0.037723476,Snack Foods,2.039514848,4,Medium,Tier 3,Supermarket Type2,3.2908039
19.75,LF,0.014359584,Household,2.00360355,4,Medium,Tier 3,Supermarket Type2,3.186955771
5.15,Regular,0,Meat,2.08968897,6,Small,Tier 2,Supermarket Type1,3.323305656
10.4,LF,0.05226427,Seafood,2.199920748,15,Small,Tier 3,Grocery Store,2.199920748
12.6,LF,0.020597493,Breads,2.301191089,28,Medium,Tier 3,Supermarket Type3,3.952227493
8.88,LF,0.086764795,Hard Drinks,2.187148873,9,Small,Tier 2,Supermarket Type1,3.262360519
12.6,LF,0.086352403,Fruits and Vegetables,2.17572456,28,Small,Tier 1,Grocery Store,2.648769909
5.8,LF,0.13169655,Dairy,1.951421066,6,Small,Tier 2,Supermarket Type1,3.397606621
15.5,Regular,0.042464962,Baking Goods,1.911655031,15,Small,Tier 3,Grocery Store,2.515308894
12.6,LF,0.075084457,Hard Drinks,2.369144583,28,Medium,Tier 3,Supermarket Type3,3.648640055
7.49,LF,0.069405301,Snack Foods,2.049693935,4,Medium,Tier 3,Supermarket Type2,3.043451879
7.71,Regular,0.047857877,Dairy,2.078368355,6,Small,Tier 2,Supermarket Type1,3.481355187
8.51,LF,0.016143389,Household,2.288356109,11,Small,Tier 2,Supermarket Type1,3.366418026
12.6,Regular,0.073920438,Dairy,2.407621334,16,Small,Tier 1,Supermarket Type1,3.446799839
10.5,LF,0.071368699,Frozen Foods,2.083895887,14,Medium,Tier 1,Supermarket Type1,3.160203612
12.15,LF,0.028760013,Household,2.180328919,6,Small,Tier 2,Supermarket Type1,3.682602208
14.85,Regular,0.035257037,Fruits and Vegetables,2.207520731,16,Small,Tier 1,Supermarket Type1,3.620334181
19,LF,0.111902259,Frozen Foods,2.023096827,9,Small,Tier 2,Supermarket Type1,3.28001342
17.7,LF,0.030108283,Snack Foods,2.220059947,6,Small,Tier 2,Supermarket Type1,3.63971768
15.7,LF,0.037289996,Soft Drinks,2.261889229,14,Medium,Tier 1,Supermarket Type1,3.538260039
15.35,LF,0.02346559,Frozen Foods,1.546777021,15,Small,Tier 3,Grocery Store,1.56370648
12.6,Regular,0.024733134,Soft Drinks,1.605113181,28,Medium,Tier 3,Supermarket Type3,3.112709742
7.81,LF,0.067592098,Soft Drinks,2.391020898,11,Small,Tier 2,Supermarket Type1,3.850407853
15.25,Regular,0,Snack Foods,2.25082483,11,Small,Tier 2,Supermarket Type1,3.686071319
19.75,LF,0.01247354,Fruits and Vegetables,2.273203201,11,Small,Tier 2,Supermarket Type1,3.121760171
5.79,Regular,0.040325274,Snack Foods,2.256395392,26,High,Tier 3,Supermarket Type1,2.856767546
12.35,Regular,0.158337479,Meat,2.198642244,26,High,Tier 3,Supermarket Type1,3.520311432
10.6,LF,0.056748659,Dairy,2.368592179,26,High,Tier 3,Supermarket Type1,3.596618139
14,LF,0.023730384,Baking Goods,2.018422528,9,Small,Tier 2,Supermarket Type1,3.156992547
11.15,Regular,0.105220024,Baking Goods,2.011844381,26,High,Tier 3,Supermarket Type1,3.057861074
12.6,LF,0.02286663,Household,2.012133351,28,Medium,Tier 3,Supermarket Type3,3.442228276
12.6,LF,0.022074764,Snack Foods,2.150504691,28,Small,Tier 1,Grocery Store,2.747623077
7.85,LF,0.163233667,Hard Drinks,2.160301624,14,Medium,Tier 1,Supermarket Type1,3.392249206
9,Regular,0.069229076,Breakfast,1.747888571,11,Small,Tier 2,Supermarket Type1,2.587519923
12.6,Regular,0.170246782,Fruits and Vegetables,2.151013564,28,Medium,Tier 3,Supermarket Type3,3.509354082
15.75,LF,0.054920146,Baking Goods,2.291912932,9,Small,Tier 2,Supermarket Type1,3.68963113
13.35,LF,0.080387424,Breads,2.340873438,15,Small,Tier 3,Grocery Store,3.182989583
6.87,LF,0.056819936,Snack Foods,2.32760779,9,Small,Tier 2,Supermarket Type1,3.329848823
6.11,Regular,0.152813518,Soft Drinks,1.659046741,6,Small,Tier 2,Supermarket Type1,3.01114643
8.6,LF,0.032687702,Health and Hygiene,2.148958458,11,Small,Tier 2,Supermarket Type1,3.054813381
5.79,Regular,0.053802405,Fruits and Vegetables,1.934425726,26,High,Tier 3,Supermarket Type1,3.174366643
15.1,Regular,0.087584126,Fruits and Vegetables,2.345855011,11,Small,Tier 2,Supermarket Type1,3.806879872
6.36,LF,0.120543611,Fruits and Vegetables,1.660922369,16,Small,Tier 1,Supermarket Type1,3.06638184
11.85,LF,0.13267058,Dairy,1.984403983,16,Small,Tier 1,Supermarket Type1,2.990661126
19.35,LF,0.016637301,Frozen Foods,2.082461503,14,Medium,Tier 1,Supermarket Type1,3.227150401
9.07,LF,0.115307979,Frozen Foods,1.986813818,9,Small,Tier 2,Supermarket Type1,2.932922338
16.35,LF,0,Household,2.106877336,6,Small,Tier 2,Supermarket Type1,3.332546313
20.6,LF,0.04551031,Health and Hygiene,2.175045378,11,Small,Tier 2,Supermarket Type1,2.95174306
12.6,Regular,0.131443921,Fruits and Vegetables,2.27689175,28,Medium,Tier 3,Supermarket Type3,3.723820162
20,LF,0,Health and Hygiene,2.04239593,26,High,Tier 3,Supermarket Type1,3.162596425
20.75,LF,0.02512588,Health and Hygiene,2.177459734,9,Small,Tier 2,Supermarket Type1,2.949799904
5.37,Regular,0.140458316,Seafood,2.22987732,14,Medium,Tier 1,Supermarket Type1,3.513717098
8.33,LF,0.029953314,Fruits and Vegetables,1.596748797,6,Small,Tier 2,Supermarket Type1,2.754801662
20.5,Regular,0.019199733,Frozen Foods,1.926132453,16,Small,Tier 1,Supermarket Type1,3.259188157
13.85,LF,0.034570357,Hard Drinks,2.069850063,16,Small,Tier 1,Supermarket Type1,3.51105107
20.2,LF,0.100477461,Household,2.273671999,6,Small,Tier 2,Supermarket Type1,3.351231357
8.85,LF,0.026814124,Household,2.016182291,15,Small,Tier 3,Grocery Store,2.323030873
12.6,LF,0.102941345,Household,2.233617393,28,Medium,Tier 3,Supermarket Type3,3.66294752
10.1,LF,0.054853377,Health and Hygiene,2.297997613,4,Medium,Tier 3,Supermarket Type2,3.33895274
13,LF,0.153857402,Canned,1.8830854,14,Medium,Tier 1,Supermarket Type1,2.891529653
8.6,LF,0.032621545,Health and Hygiene,2.15598972,16,Small,Tier 1,Supermarket Type1,3.327814653
12.6,LF,0.077367431,Fruits and Vegetables,1.986813818,28,Medium,Tier 3,Supermarket Type3,3.257433429
12.6,Regular,0.021951613,Fruits and Vegetables,2.399516586,26,High,Tier 3,Supermarket Type1,3.674968994
15.35,LF,0.035348491,Household,2.09577241,6,Small,Tier 2,Supermarket Type1,3.320964441
12.6,LF,0.284065879,Snack Foods,2.023508433,28,Small,Tier 1,Grocery Store,2.325770911
8.9,LF,0.075757177,Hard Drinks,2.368958917,4,Medium,Tier 3,Supermarket Type2,2.971946446
17.5,LF,0.026289984,Snack Foods,2.404381405,6,Small,Tier 2,Supermarket Type1,3.581498413
12,LF,0.034166609,Canned,2.258392055,6,Small,Tier 2,Supermarket Type1,3.705070726
20.7,LF,0,Household,1.871195683,4,Medium,Tier 3,Supermarket Type2,3.274362243
17.25,LF,0.035118834,Dairy,1.970402671,14,Medium,Tier 1,Supermarket Type1,2.969471826
17.6,Regular,0.041615224,Snack Foods,1.5707647,6,Small,Tier 2,Supermarket Type1,2.56370648
19.1,Regular,0.025924623,Fruits and Vegetables,2.170384357,11,Small,Tier 2,Supermarket Type1,3.582709412
15.6,LF,0.087719692,Snack Foods,2.339610024,16,Small,Tier 1,Supermarket Type1,3.64420178
8.01,LF,0.070234306,Hard Drinks,1.543486942,9,Small,Tier 2,Supermarket Type1,2.73182881
11.6,Regular,0.079251097,Frozen Foods,1.8988765,4,Medium,Tier 3,Supermarket Type2,2.812793608
19.85,Regular,0.034942397,Snack Foods,1.791826739,15,Small,Tier 3,Grocery Store,2.092856735
11.6,LF,0.017744999,Canned,2.250343384,16,Small,Tier 1,Supermarket Type1,3.094953092
16.1,Regular,0.025050746,Fruits and Vegetables,1.98740257,4,Medium,Tier 3,Supermarket Type2,3.160803052
19.85,LF,0.17635245,Fruits and Vegetables,2.344150888,11,Small,Tier 2,Supermarket Type1,3.625843859
19.5,Regular,0.027458099,Canned,2.200828619,4,Medium,Tier 3,Supermarket Type2,3.407675015
13.65,Regular,0.013064516,Fruits and Vegetables,2.062895466,11,Small,Tier 2,Supermarket Type1,3.14057114
7.37,LF,0.042626422,Fruits and Vegetables,2.356163585,14,Medium,Tier 1,Supermarket Type1,3.610095213
6.11,Regular,0.152262171,Soft Drinks,1.647467082,11,Small,Tier 2,Supermarket Type1,3.064391941
14.15,LF,0.037877202,Starchy Foods,2.093437796,26,High,Tier 3,Supermarket Type1,3.20912875
12.6,Regular,0.279886948,Frozen Foods,2.285889766,28,Small,Tier 1,Grocery Store,2.588266775
18.6,LF,0.080434451,Health and Hygiene,1.970549562,26,High,Tier 3,Supermarket Type1,3.23090464
17.1,Regular,0,Fruits and Vegetables,2.319238931,14,Medium,Tier 1,Supermarket Type1,3.731077528
10.5,Regular,0.142419608,Breads,2.20725133,26,High,Tier 3,Supermarket Type1,3.246753519
16.25,LF,0.025789175,Fruits and Vegetables,2.22257966,11,Small,Tier 2,Supermarket Type1,3.456913233
13.65,Regular,0.081096613,Frozen Foods,2.417128772,6,Small,Tier 2,Supermarket Type1,3.495811104
10.3,Regular,0.050028809,Canned,1.903610828,26,High,Tier 3,Supermarket Type1,2.379646292
7.02,LF,0.049942926,Dairy,1.916058956,14,Medium,Tier 1,Supermarket Type1,3.150702725
20.6,Regular,0.046208155,Snack Foods,2.250503925,4,Medium,Tier 3,Supermarket Type2,3.205721094
7.75,LF,0.043326511,Baking Goods,1.980655914,11,Small,Tier 2,Supermarket Type1,3.054813381
12.65,LF,0.069565759,Meat,1.719599737,11,Small,Tier 2,Supermarket Type1,2.756831079
12.6,LF,0.02746599,Household,2.259110105,28,Small,Tier 1,Grocery Store,2.73503395
18.25,LF,0.088750333,Frozen Foods,2.293462442,26,High,Tier 3,Supermarket Type1,3.370872367
12.6,LF,0.040318693,Fruits and Vegetables,2.270035651,28,Medium,Tier 3,Supermarket Type3,3.701865586
6.16,Regular,0.095195306,Meat,2.33032447,6,Small,Tier 2,Supermarket Type1,3.369886454
18.25,LF,0.148673586,Frozen Foods,2.295006443,15,Small,Tier 3,Grocery Store,2.291691121
20.35,Regular,0.151308326,Meat,1.912368746,14,Medium,Tier 1,Supermarket Type1,3.30764363
16,Regular,0.09942555,Frozen Foods,1.939946348,14,Medium,Tier 1,Supermarket Type1,2.722068972
7.29,LF,0.031214809,Household,2.248231803,11,Small,Tier 2,Supermarket Type1,3.419390798
6.68,LF,0.041886576,Snack Foods,1.96447743,26,High,Tier 3,Supermarket Type1,3.080301943
15.7,Regular,0,Fruits and Vegetables,2.050976453,26,High,Tier 3,Supermarket Type1,3.090045758
5.49,LF,0.042743728,Health and Hygiene,2.220850985,9,Small,Tier 2,Supermarket Type1,3.298724384
11,LF,0.008944844,Meat,2.087694834,9,Small,Tier 2,Supermarket Type1,3.3138641
12.35,Regular,0.186236236,Baking Goods,1.896155697,11,Small,Tier 2,Supermarket Type1,3.143074285
12.6,LF,0.194874778,Others,2.042540862,28,Small,Tier 1,Grocery Store,2.339217635
17.85,LF,0.044463491,Snack Foods,2.104152384,16,Small,Tier 1,Supermarket Type1,3.306217374
5.37,Regular,0.140811559,Seafood,2.239490677,4,Medium,Tier 3,Supermarket Type2,3.314144743
13.35,LF,0.038519399,Snack Foods,2.374485124,9,Small,Tier 2,Supermarket Type1,3.699446112
15.5,LF,0,Soft Drinks,1.616758999,6,Small,Tier 2,Supermarket Type1,2.812348407
12.6,LF,0.013861607,Baking Goods,1.975184489,28,Medium,Tier 3,Supermarket Type3,3.308781272
11.5,LF,0.01774202,Health and Hygiene,2.112814726,6,Small,Tier 2,Supermarket Type1,3.263938053
16.7,Regular,0.038685176,Snack Foods,2.166164186,4,Medium,Tier 3,Supermarket Type2,3.442541507
13.8,Regular,0.024660202,Canned,1.941596892,15,Small,Tier 3,Grocery Store,2.251478585
9.8,LF,0.090649107,Others,2.288579629,11,Small,Tier 2,Supermarket Type1,3.667448022
12.6,LF,0.030952737,Fruits and Vegetables,2.204548095,28,Medium,Tier 3,Supermarket Type3,3.484114434
12.3,LF,0.037014587,Snack Foods,2.061389894,11,Small,Tier 2,Supermarket Type1,3.291838815
12.6,LF,0.039370913,Meat,2.068114587,28,Medium,Tier 3,Supermarket Type3,3.587370399
19.35,Regular,0.076878416,Snack Foods,2.05672119,14,Medium,Tier 1,Supermarket Type1,3.056339901
17.6,LF,0.105472205,Snack Foods,2.21928791,6,Small,Tier 2,Supermarket Type1,3.493032499
17.1,Regular,0.047073322,Canned,2.142025733,6,Small,Tier 2,Supermarket Type1,3.469845541
18.35,LF,0.030556922,Health and Hygiene,2.280159807,11,Small,Tier 2,Supermarket Type1,3.514690555
10.2,LF,0.041934387,Snack Foods,1.649751426,9,Small,Tier 2,Supermarket Type1,2.789015762
18.25,LF,0.012325122,Fruits and Vegetables,2.211892824,4,Medium,Tier 3,Supermarket Type2,2.811010056
8.79,LF,0,Fruits and Vegetables,2.081136231,26,High,Tier 3,Supermarket Type1,3.199738233
13.15,LF,0.020757926,Breads,1.926119067,11,Small,Tier 2,Supermarket Type1,2.881390021
6.48,LF,0.034091649,Snack Foods,2.164969948,6,Small,Tier 2,Supermarket Type1,3.373816748
16.35,LF,0.068219025,Fruits and Vegetables,2.298727789,11,Small,Tier 2,Supermarket Type1,3.551372745
18.25,LF,0.012264903,Fruits and Vegetables,2.211892824,26,High,Tier 3,Supermarket Type1,3.531169359
12.6,Regular,0.06173052,Fruits and Vegetables,2.201827927,28,Small,Tier 1,Grocery Store,2.205360833
10.5,LF,0,Household,2.377169237,15,Small,Tier 3,Grocery Store,2.851915044
15.6,LF,0.143396175,Breakfast,2.107547096,11,Small,Tier 2,Supermarket Type1,3.339350021
19.35,LF,0.118102769,Snack Foods,2.351813307,16,Small,Tier 1,Supermarket Type1,3.303925578
12.6,LF,0.088839949,Snack Foods,2.405290341,28,Medium,Tier 3,Supermarket Type3,4.041143471
8.18,Regular,0.082737261,Frozen Foods,1.758600057,4,Medium,Tier 3,Supermarket Type2,2.535993492
19.35,Regular,0.021453493,Fruits and Vegetables,2.080301005,9,Small,Tier 2,Supermarket Type1,3.40324166
10.3,LF,0.146767897,Meat,2.010150642,4,Medium,Tier 3,Supermarket Type2,3.192559648
11.6,Regular,0.009818244,Snack Foods,2.348578207,6,Small,Tier 2,Supermarket Type1,3.713988327
8.71,Regular,0.120773451,Canned,2.270893951,15,Small,Tier 3,Grocery Store,2.744509841
17.75,LF,0.073709686,Seafood,1.545574292,4,Medium,Tier 3,Supermarket Type2,2.618528381
8.65,LF,0.1442339,Health and Hygiene,1.979734981,6,Small,Tier 2,Supermarket Type1,3.51619071
4.59,LF,0.070780558,Soft Drinks,2.059131559,16,Small,Tier 1,Supermarket Type1,3.095185397
9.8,LF,0.02316823,Soft Drinks,1.676748464,15,Small,Tier 3,Grocery Store,2.270501822
15.7,LF,0.160663021,Household,1.774197149,16,Small,Tier 1,Supermarket Type1,2.918861833
12.6,Regular,0.046382793,Fruits and Vegetables,2.089335565,28,Medium,Tier 3,Supermarket Type3,3.473067977
15.75,LF,0.140821917,Hard Drinks,2.403014424,14,Medium,Tier 1,Supermarket Type1,3.443375686
9.8,LF,0.024482644,Health and Hygiene,2.065389973,4,Medium,Tier 3,Supermarket Type2,3.461833048
13,Regular,0.030064132,Canned,1.763592695,26,High,Tier 3,Supermarket Type1,2.953677559
11.6,Regular,0.144604071,Dairy,2.38169652,4,Medium,Tier 3,Supermarket Type2,3.554529498
9,LF,0.06953231,Health and Hygiene,2.425841248,9,Small,Tier 2,Supermarket Type1,3.821166872
9.2,LF,0.101500374,Baking Goods,1.655852704,11,Small,Tier 2,Supermarket Type1,2.831943963
18.25,LF,0.054344186,Snack Foods,2.146795715,11,Small,Tier 2,Supermarket Type1,3.23090464
17.25,Regular,0.047266211,Snack Foods,1.986802179,16,Small,Tier 1,Supermarket Type1,3.266450248
17.25,Regular,0.079113947,Snack Foods,1.996541441,15,Small,Tier 3,Grocery Store,1.987696647
12.6,LF,0.098629062,Fruits and Vegetables,1.957349603,28,Medium,Tier 3,Supermarket Type3,3.381331939
19.7,Regular,0.016202582,Canned,2.274747904,9,Small,Tier 2,Supermarket Type1,3.528865404
12.6,Regular,0.074035365,Dairy,2.408469945,14,Medium,Tier 1,Supermarket Type1,3.660679659
19.1,LF,0.067676056,Household,1.611506638,6,Small,Tier 2,Supermarket Type1,2.56997799
16.35,LF,0.113953562,Fruits and Vegetables,2.297196985,15,Small,Tier 3,Grocery Store,2.898160231
16.2,LF,0,Canned,2.00246845,26,High,Tier 3,Supermarket Type1,3.145563086
7.39,LF,0.120961347,Others,2.157900809,6,Small,Tier 2,Supermarket Type1,3.687261168
12.6,LF,0.12929931,Household,2.250997864,28,Medium,Tier 3,Supermarket Type3,3.899802179
19.6,LF,0.041355366,Household,1.948175213,14,Medium,Tier 1,Supermarket Type1,3.424316687
6.8,LF,0.03749705,Baking Goods,1.698130136,16,Small,Tier 1,Supermarket Type1,2.288726642
13.35,Regular,0.149598628,Snack Foods,2.253982183,14,Medium,Tier 1,Supermarket Type1,3.57692685
10.65,Regular,0.085482761,Snack Foods,2.364488708,4,Medium,Tier 3,Supermarket Type2,3.508547925
17.6,LF,0.049267759,Snack Foods,2.053146081,4,Medium,Tier 3,Supermarket Type2,3.456812246
9.06,LF,0.009816092,Others,2.326040768,4,Medium,Tier 3,Supermarket Type2,3.558942691
12.85,LF,0.099193899,Frozen Foods,1.581111876,11,Small,Tier 2,Supermarket Type1,2.817220706
18.85,LF,0.05213575,Health and Hygiene,2.279175347,14,Medium,Tier 1,Supermarket Type1,3.825293732
5.85,Regular,0.105181277,Frozen Foods,2.331268937,14,Medium,Tier 1,Supermarket Type1,3.727788832
7.72,LF,0.122015744,Fruits and Vegetables,2.085447567,4,Medium,Tier 3,Supermarket Type2,3.357369897
8.12,Regular,0.032208865,Canned,2.190323853,14,Medium,Tier 1,Supermarket Type1,3.57277089
14.85,Regular,0.019550858,Dairy,2.421259974,11,Small,Tier 2,Supermarket Type1,3.624060869
19.75,Regular,0.018008071,Frozen Foods,2.256395392,26,High,Tier 3,Supermarket Type1,3.533461156
10.5,Regular,0.026424424,Baking Goods,2.1620049,11,Small,Tier 2,Supermarket Type1,3.57277089
12.6,LF,0.164864915,Household,2.406999438,28,Small,Tier 1,Grocery Store,2.881390021
20.35,LF,0.060794097,Baking Goods,2.368587346,14,Medium,Tier 1,Supermarket Type1,3.411279139
17.1,LF,0.06725846,Household,2.061399697,14,Medium,Tier 1,Supermarket Type1,3.396215393
10.7,Regular,0.011448629,Snack Foods,1.862750166,11,Small,Tier 2,Supermarket Type1,3.014794805
9.3,LF,0.028498354,Baking Goods,2.291842852,26,High,Tier 3,Supermarket Type1,3.367907888
12.3,LF,0.052458358,Household,2.275893863,26,High,Tier 3,Supermarket Type1,3.579218646
12.6,LF,0.053031857,Canned,2.173691388,28,Medium,Tier 3,Supermarket Type3,3.648769909
9.3,LF,0.044730667,Household,2.389485395,14,Medium,Tier 1,Supermarket Type1,3.390370157
7.86,Regular,0.161875063,Baking Goods,1.552483267,11,Small,Tier 2,Supermarket Type1,2.525774327
17.85,LF,0.06594351,Frozen Foods,2.173492207,11,Small,Tier 2,Supermarket Type1,3.666888003
6.59,LF,0.026238087,Household,2.084968574,11,Small,Tier 2,Supermarket Type1,3.382052361
11.85,LF,0.132645493,Dairy,1.98664904,9,Small,Tier 2,Supermarket Type1,3.069842372
12.6,LF,0.02827966,Dairy,2.182511659,28,Medium,Tier 3,Supermarket Type3,3.030169667
12.6,Regular,0.045542628,Snack Foods,2.232267103,28,Medium,Tier 3,Supermarket Type3,3.690575505
13.65,LF,0.077234113,Health and Hygiene,1.755058835,16,Small,Tier 1,Supermarket Type1,3.074982011
7.36,LF,0.052418124,Frozen Foods,1.752500187,11,Small,Tier 2,Supermarket Type1,2.903970278
6.92,LF,0.038454076,Dairy,1.789476356,16,Small,Tier 1,Supermarket Type1,2.910414997
11.3,Regular,0.054507422,Meat,1.983668677,26,High,Tier 3,Supermarket Type1,2.823777868
17.25,LF,0.114160573,Household,2.403416359,6,Small,Tier 2,Supermarket Type1,3.57692685
9,LF,0.086088353,Snack Foods,2.2273251,14,Medium,Tier 1,Supermarket Type1,3.525774327
17.6,LF,0.049167388,Snack Foods,2.060386547,11,Small,Tier 2,Supermarket Type1,3.289321159
9.8,LF,0.09046564,Others,2.287012567,16,Small,Tier 1,Supermarket Type1,3.491356762
5.7,Regular,0.067700925,Breads,2.409254621,16,Small,Tier 1,Supermarket Type1,3.313021082
12.6,Regular,0.06216667,Snack Foods,2.050580035,28,Small,Tier 1,Grocery Store,2.834491152
16.2,LF,0.105498192,Canned,2.00633766,15,Small,Tier 3,Grocery Store,2.601495041
7.6,Regular,0.142699588,Starchy Foods,2.234883597,11,Small,Tier 2,Supermarket Type1,3.646557104
13.15,LF,0.024630755,Household,2.251074854,26,High,Tier 3,Supermarket Type1,3.425946311
6.7,LF,0,Starchy Foods,2.283034237,26,High,Tier 3,Supermarket Type1,3.586771784
19.6,LF,0.041291169,Household,1.939276579,16,Small,Tier 1,Supermarket Type1,3.151315414
10.8,Regular,0,Baking Goods,1.609741639,6,Small,Tier 2,Supermarket Type1,2.608673626
16,LF,0.072608647,Household,2.358632966,26,High,Tier 3,Supermarket Type1,3.724147726
12.6,LF,0.082152451,Canned,2.255031646,28,Medium,Tier 3,Supermarket Type3,3.614823907
12.6,LF,0.178923163,Fruits and Vegetables,1.746087484,28,Small,Tier 1,Grocery Store,2.208950064
12.6,LF,0.13064231,Snack Foods,1.946368739,28,Small,Tier 1,Grocery Store,1.953677559
12.6,LF,0.052554508,Snack Foods,2.279553794,28,Medium,Tier 3,Supermarket Type3,3.282736279
6.63,Regular,0.103935018,Baking Goods,2.222326211,26,High,Tier 3,Supermarket Type1,3.726433778
14,Regular,0.037491314,Frozen Foods,2.215512253,26,High,Tier 3,Supermarket Type1,3.257433429
12.6,Regular,0.031382044,Baking Goods,2.233951016,28,Medium,Tier 3,Supermarket Type3,3.490236002
17.5,LF,0.013714183,Frozen Foods,2.41368593,6,Small,Tier 2,Supermarket Type1,3.453568202
6.8,LF,0.037555348,Baking Goods,1.695511446,14,Medium,Tier 1,Supermarket Type1,2.987696647
12.6,LF,0.025578526,Household,2.29843473,28,Medium,Tier 3,Supermarket Type3,3.744718086
14.85,LF,0.01867669,Canned,2.27582115,6,Small,Tier 2,Supermarket Type1,3.597349521
7.26,LF,0.02414202,Meat,2.069723582,15,Small,Tier 3,Grocery Store,2.668441831
21.25,LF,0.024756031,Household,2.166460309,4,Medium,Tier 3,Supermarket Type2,3.205180591
13.8,LF,0.058339153,Dairy,2.391429498,4,Medium,Tier 3,Supermarket Type2,3.089340161
5.94,Regular,0.029492018,Breads,2.274286271,4,Medium,Tier 3,Supermarket Type2,2.972562903
20.1,Regular,0.054455495,Frozen Foods,2.174747502,16,Small,Tier 1,Supermarket Type1,3.458123249
12.6,Regular,0.071106549,Fruits and Vegetables,1.782139968,28,Medium,Tier 3,Supermarket Type3,3.331199663
17.75,LF,0.075959623,Baking Goods,2.050976453,16,Small,Tier 1,Supermarket Type1,3.391075753
5.18,Regular,0.029490377,Snack Foods,2.03206325,9,Small,Tier 2,Supermarket Type1,3.456104679
17.7,LF,0.05089667,Household,2.098878285,26,High,Tier 3,Supermarket Type1,3.145769843
7.5,LF,0.036204764,Health and Hygiene,2.245766261,26,High,Tier 3,Supermarket Type1,3.289618113
12.6,LF,0.099478451,Snack Foods,2.288797227,28,Medium,Tier 3,Supermarket Type3,3.671902363
18.5,Regular,0.062205112,Frozen Foods,2.171263544,26,High,Tier 3,Supermarket Type1,3.246917311
12.6,LF,0.058444176,Soft Drinks,1.86373673,28,Small,Tier 1,Grocery Store,2.349683068
19.1,LF,0.038641968,Fruits and Vegetables,2.326660641,11,Small,Tier 2,Supermarket Type1,3.771561084
12.6,Regular,0.014998914,Meat,1.85976136,28,Small,Tier 1,Grocery Store,2.345788024
10.6,LF,0.035186271,Health and Hygiene,1.93004386,9,Small,Tier 2,Supermarket Type1,3.076681796
20.85,LF,0.021329793,Fruits and Vegetables,2.023378407,16,Small,Tier 1,Supermarket Type1,2.973485953
13.5,Regular,0.128709014,Starchy Foods,1.982754117,26,High,Tier 3,Supermarket Type1,3.266450248
14.5,LF,0.061934991,Dairy,2.188927922,26,High,Tier 3,Supermarket Type1,3.228348456
12.6,LF,0.04357366,Hard Drinks,2.285297555,28,Medium,Tier 3,Supermarket Type3,3.360406934
9.13,LF,0.051804278,Household,2.176676872,26,High,Tier 3,Supermarket Type1,3.260459884
12.6,LF,0.045002624,Household,2.29338112,28,Small,Tier 1,Grocery Store,2.297560055
8.18,LF,0.02197698,Household,2.148032887,15,Small,Tier 3,Grocery Store,2.628844649
7.27,LF,0.046749112,Health and Hygiene,2.001899786,4,Medium,Tier 3,Supermarket Type2,3.294635502
8.6,LF,0.090374342,Household,2.058113098,11,Small,Tier 2,Supermarket Type1,3.289321159
4.81,Regular,0.037699423,Dairy,2.098887278,16,Small,Tier 1,Supermarket Type1,3.588863334
20.6,Regular,0.046114018,Snack Foods,2.250991528,11,Small,Tier 2,Supermarket Type1,3.029629835
5.75,Regular,0.075322658,Dairy,2.065645433,11,Small,Tier 2,Supermarket Type1,3.401294919
8.21,LF,0,Hard Drinks,2.170963063,11,Small,Tier 2,Supermarket Type1,3.173591809
12.5,LF,0.187841082,Canned,2.076436536,15,Small,Tier 3,Grocery Store,2.078616296
12.65,LF,0.062837968,Soft Drinks,2.208327931,26,High,Tier 3,Supermarket Type1,3.381452092
20.7,LF,0.027052013,Household,1.868852427,6,Small,Tier 2,Supermarket Type1,3.218844915
9.6,LF,0.036341539,Fruits and Vegetables,2.155079029,14,Medium,Tier 1,Supermarket Type1,3.51345123
13.85,LF,0.031338558,Others,1.613292002,16,Small,Tier 1,Supermarket Type1,2.805615024
6.11,Regular,0.102920886,Fruits and Vegetables,2.115599862,16,Small,Tier 1,Supermarket Type1,3.546963626
6.98,LF,0.041098016,Canned,1.912186971,9,Small,Tier 2,Supermarket Type1,2.913248902
14.3,LF,0.026375082,Frozen Foods,1.901077807,11,Small,Tier 2,Supermarket Type1,2.898890752
