"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","log_MRP","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","predict"
6.22,"LF",0.012138795,"Fruits and Vegetables",1.594224546,26,"High","Tier 3","Supermarket Type1",2.73384021947828
17.5,"LF",0,"Snack Foods",2.403181627,9,"Small","Tier 2","Supermarket Type1",3.56392199427382
8.98,"Regular",0.009058845,"Canned",2.014516339,16,"Small","Tier 1","Supermarket Type1",3.18666496592797
4.62,"Regular",0.101812521,"Canned",2.365918322,9,"Small","Tier 2","Supermarket Type1",3.55373924302336
19.2,"LF",0.100055601,"Frozen Foods",2.051108512,9,"Small","Tier 2","Supermarket Type1",3.20012371108867
12.65,"Regular",0.076198809,"Frozen Foods",2.281906989,11,"Small","Tier 2","Supermarket Type1",3.43743259623297
11.1,"LF",0.010639596,"Canned",1.925264636,9,"Small","Tier 2","Supermarket Type1",3.09289252740852
19.2,"LF",0.041220035,"Household",2.118036438,9,"Small","Tier 2","Supermarket Type1",3.27896066047587
16.1,"Regular",0.024987903,"Fruits and Vegetables",1.988295804,14,"Medium","Tier 1","Supermarket Type1",3.1677346605049
21.25,"LF",0.009996872,"Meat",2.268486236,9,"Small","Tier 2","Supermarket Type1",3.4366562577061
9,"LF",0.079506434,"Canned",1.894118813,11,"Small","Tier 2","Supermarket Type1",3.05265817048286
12.15,"LF",0.021811987,"Breads",2.213832141,4,"Medium","Tier 3","Supermarket Type2",3.31815449121598
12.6,"LF",0.039631495,"Frozen Foods",1.504549694,28,"Medium","Tier 3","Supermarket Type3",2.86799355798136
7.94,"LF",0.017141985,"Dairy",1.699273904,26,"High","Tier 3","Supermarket Type1",2.82570144199305
17.6,"LF",0.056379439,"Frozen Foods",1.630889385,14,"Medium","Tier 1","Supermarket Type1",2.7807500387156
13.35,"LF",0,"Dairy",1.889868437,16,"Small","Tier 1","Supermarket Type1",3.03052235980575
9,"LF",0.082011521,"Frozen Foods",2.329099568,16,"Small","Tier 1","Supermarket Type1",3.48381866898646
17.6,"LF",0.049144165,"Snack Foods",2.051991733,14,"Medium","Tier 1","Supermarket Type1",3.21418947369139
9,"LF",0.03201648,"Household",1.998266315,9,"Small","Tier 2","Supermarket Type1",3.16078923338872
12.6,"LF",0.055806016,"Seafood",1.720144413,28,"Medium","Tier 3","Supermarket Type3",3.11307113594078
20.2,"Regular",0.117543713,"Baking Goods",2.295151298,14,"Medium","Tier 1","Supermarket Type1",3.47570344486099
20.7,"LF",0.048718334,"Fruits and Vegetables",1.588278431,26,"High","Tier 3","Supermarket Type1",2.72128070468443
12.6,"Regular",0.095587976,"Fruits and Vegetables",2.287761433,28,"Small","Tier 1","Grocery Store",2.61354195107679
13.35,"LF",0.091189915,"Snack Foods",2.174265707,9,"Small","Tier 2","Supermarket Type1",3.33096758588196
20.85,"Regular",0.062212713,"Baking Goods",1.945229214,9,"Small","Tier 2","Supermarket Type1",3.10702819816212
5.62,"LF",0.126480422,"Health and Hygiene",2.084837134,6,"Small","Tier 2","Supermarket Type1",3.27037250314465
20.5,"LF",0.144094079,"Household",1.541816294,6,"Small","Tier 2","Supermarket Type1",2.70138851190715
12.65,"LF",0.035404052,"Baking Goods",2.362861186,9,"Small","Tier 2","Supermarket Type1",3.53147726530277
6.43,"LF",0.105742544,"Breakfast",2.11581879,15,"Small","Tier 3","Grocery Store",2.3726948429741
9.7,"Regular",0.029223424,"Canned",2.244121192,11,"Small","Tier 2","Supermarket Type1",3.41799214920753
12.6,"Regular",0.021002171,"Canned",2.26762316,28,"Small","Tier 1","Grocery Store",2.59781045871576
15.6,"LF",0.088215871,"Snack Foods",2.342777473,6,"Small","Tier 2","Supermarket Type1",3.5161162966575
16.1,"Regular",0.063429818,"Dairy",2.253899414,14,"Medium","Tier 1","Supermarket Type1",3.42468033832568
17.6,"LF",0.010037996,"Snack Foods",2.213664356,9,"Small","Tier 2","Supermarket Type1",3.36973468282822
16.5,"Regular",0.093846532,"Baking Goods",1.980942796,9,"Small","Tier 2","Supermarket Type1",3.14540560800095
11.65,"LF",0.040744057,"Fruits and Vegetables",2.269335454,6,"Small","Tier 2","Supermarket Type1",3.4538455297919
17.6,"LF",0.015775777,"Household",2.253332189,6,"Small","Tier 2","Supermarket Type1",3.43185196556869
6.24,"LF",0.118858866,"Household",2.420436014,14,"Medium","Tier 1","Supermarket Type1",3.60428004411922
16.75,"LF",0.105448901,"Snack Foods",2.193578144,6,"Small","Tier 2","Supermarket Type1",3.3627392767974
6.58,"Regular",0.075625152,"Breads",2.163591877,14,"Medium","Tier 1","Supermarket Type1",3.36412334735242
12.6,"LF",0.198424841,"Soft Drinks",2.267857607,28,"Small","Tier 1","Grocery Store",2.59004192758523
16.7,"Regular",0.120137953,"Fruits and Vegetables",2.258392055,6,"Small","Tier 2","Supermarket Type1",3.44714062797834
8.18,"Regular",0.082867689,"Frozen Foods",1.767592168,6,"Small","Tier 2","Supermarket Type1",2.93514111822268
12.35,"LF",0.093441604,"Snack Foods",2.075956975,14,"Medium","Tier 1","Supermarket Type1",3.24088515934976
12.6,"Regular",0.011937183,"Canned",2.266684106,28,"Medium","Tier 3","Supermarket Type3",3.67348402629897
6.59,"LF",0.026163192,"Household",2.084611306,26,"High","Tier 3","Supermarket Type1",3.23281910018245
12.6,"Regular",0.015950066,"Breads",1.678884234,28,"Medium","Tier 3","Supermarket Type3",3.07963279715939
12.6,"LF",0.143199389,"Breads",2.245110266,28,"Small","Tier 1","Grocery Store",2.57555467638762
12.6,"LF",0.237651344,"Fruits and Vegetables",2.230986603,28,"Small","Tier 1","Grocery Store",2.54792156777729
20.35,"Regular",0.031102571,"Dairy",2.41038442,6,"Small","Tier 2","Supermarket Type1",3.58655653133392
12.6,"LF",0.142589751,"Household",1.555324237,28,"Medium","Tier 3","Supermarket Type3",2.92973529908961
14.1,"LF",0.126292985,"Fruits and Vegetables",1.947530766,4,"Medium","Tier 3","Supermarket Type2",3.03134473792741
17.25,"LF",0.05869048,"Dairy",1.961952364,15,"Small","Tier 3","Grocery Store",2.25081539342738
10.5,"LF",0.071244438,"Frozen Foods",2.076311959,9,"Small","Tier 2","Supermarket Type1",3.22984804841752
18.7,"LF",0.046088273,"Health and Hygiene",2.186584004,16,"Small","Tier 1","Supermarket Type1",3.35003440293523
5.78,"LF",0.014584584,"Soft Drinks",2.165274604,11,"Small","Tier 2","Supermarket Type1",3.33159748882033
12.8,"Regular",0.023530953,"Meat",2.349356024,16,"Small","Tier 1","Supermarket Type1",3.52456595757399
8.31,"Regular",0.115911972,"Snack Foods",2.248715594,11,"Small","Tier 2","Supermarket Type1",3.40731257679125
12.6,"LF",0.029084548,"Frozen Foods",2.086394715,28,"Small","Tier 1","Grocery Store",2.38736824172245
11.3,"LF",0.066816565,"Household",2.283861379,11,"Small","Tier 2","Supermarket Type1",3.44315840431528
15.7,"LF",0.122742389,"Canned",2.128057256,11,"Small","Tier 2","Supermarket Type1",3.28918211753925
18.2,"LF",0.090084098,"Fruits and Vegetables",2.294931135,11,"Small","Tier 2","Supermarket Type1",3.45447406230041
19.85,"Regular",0.020908608,"Snack Foods",1.802906387,14,"Medium","Tier 1","Supermarket Type1",2.96516542424241
12.85,"LF",0.030678825,"Starchy Foods",2.400890117,11,"Small","Tier 2","Supermarket Type1",3.57379903136304
10.5,"Regular",0.013493914,"Snack Foods",2.157503308,9,"Small","Tier 2","Supermarket Type1",3.32229874779884
8.6,"Regular",0.040205535,"Canned",2.275893863,16,"Small","Tier 1","Supermarket Type1",3.45443631130281
20.5,"LF",0.032819637,"Household",1.590866345,14,"Medium","Tier 1","Supermarket Type1",2.74865382413625
15.1,"Regular",0.096249842,"Meat",2.128703556,14,"Medium","Tier 1","Supermarket Type1",3.31305239901378
7.91,"LF",0.010003987,"Snack Foods",2.399225007,26,"High","Tier 3","Supermarket Type1",3.54655441131373
19.85,"LF",0.054025644,"Seafood",2.295076015,16,"Small","Tier 1","Supermarket Type1",3.46862558861947
12.6,"LF",0.06912336,"Soft Drinks",2.025690005,28,"Medium","Tier 3","Supermarket Type3",3.41905093581606
11.65,"LF",0.033851785,"Seafood",2.049938663,9,"Small","Tier 2","Supermarket Type1",3.22677296368301
7.24,"LF",0.058121214,"Snack Foods",2.064021229,9,"Small","Tier 2","Supermarket Type1",3.22084163736217
8.84,"Regular",0.076547632,"Frozen Foods",2.039504538,9,"Small","Tier 2","Supermarket Type1",3.19984468975893
18.85,"LF",0.16758389,"Household",2.289173186,16,"Small","Tier 1","Supermarket Type1",3.44840481968468
8.42,"LF",0.070968081,"Household",2.334291262,6,"Small","Tier 2","Supermarket Type1",3.51860745569657
12.6,"LF",0.011206632,"Canned",2.281984589,28,"Medium","Tier 3","Supermarket Type3",3.68217115243192
9,"LF",0.039004193,"Soft Drinks",1.568424683,11,"Small","Tier 2","Supermarket Type1",2.71879165295103
20.1,"Regular",0.054584207,"Fruits and Vegetables",2.286416047,9,"Small","Tier 2","Supermarket Type1",3.46104721037193
20.25,"LF",0.014251461,"Household",2.172140956,11,"Small","Tier 2","Supermarket Type1",3.32498804959054
20.35,"LF",0.090480214,"Snack Foods",2.077537229,15,"Small","Tier 3","Grocery Store",2.37163877383755
12.6,"LF",0.294939214,"Frozen Foods",1.673076228,28,"Small","Tier 1","Grocery Store",1.9631304582231
12.6,"LF",0.018632082,"Canned",1.919029951,28,"Small","Tier 1","Grocery Store",2.23379219303473
9.2,"LF",0.114863923,"Frozen Foods",1.771033053,9,"Small","Tier 2","Supermarket Type1",2.91759336604845
12.6,"LF",0.056191301,"Seafood",1.726712542,11,"Small","Tier 2","Supermarket Type1",2.88620292613553
5.46,"Regular",0.032242661,"Canned",2.273288391,11,"Small","Tier 2","Supermarket Type1",3.449713701597
12.3,"Regular",0.058234621,"Snack Foods",1.7690537,11,"Small","Tier 2","Supermarket Type1",2.91447617041442
19.6,"LF",0.023931217,"Household",2.013664547,26,"High","Tier 3","Supermarket Type1",3.15446011677475
11.1,"LF",0.11089655,"Fruits and Vegetables",2.282360597,11,"Small","Tier 2","Supermarket Type1",3.44463922582919
9.27,"LF",0.103419257,"Dairy",2.17056972,15,"Small","Tier 3","Grocery Store",2.46783215172786
13.35,"LF",0.032180494,"Meat",1.786889069,16,"Small","Tier 1","Supermarket Type1",2.94121321757929
12.3,"LF",0.111500259,"Baking Goods",1.552514909,11,"Small","Tier 2","Supermarket Type1",2.69237072845932
6.43,"LF",0.010497273,"Canned",2.073281271,6,"Small","Tier 2","Supermarket Type1",3.26007209058839
5.19,"LF",0.042687151,"Frozen Foods",2.292058821,14,"Medium","Tier 1","Supermarket Type1",3.46342427590322
10.8,"Regular",0.048218142,"Baking Goods",1.625454448,14,"Medium","Tier 1","Supermarket Type1",2.79413435400737
11.8,"Regular",0.107036943,"Dairy",2.343166661,9,"Small","Tier 2","Supermarket Type1",3.50766855573786
12.6,"LF",0.032381325,"Meat",2.220589731,28,"Medium","Tier 3","Supermarket Type3",3.61588774702817
7.81,"Regular",0.034043503,"Snack Foods",2.227155756,14,"Medium","Tier 1","Supermarket Type1",3.4049255407993
12.85,"LF",0,"Frozen Foods",1.583384698,9,"Small","Tier 2","Supermarket Type1",2.7241896245509
9.3,"LF",0.016087659,"Dairy",2.397260588,4,"Medium","Tier 3","Supermarket Type2",3.47948704654425
16.6,"LF",0,"Frozen Foods",1.737680751,6,"Small","Tier 2","Supermarket Type1",2.89411077924912
14.5,"LF",0.089778187,"Health and Hygiene",2.199920748,16,"Small","Tier 1","Supermarket Type1",3.36538603358634
5.47,"Regular",0,"Baking Goods",2.111136779,16,"Small","Tier 1","Supermarket Type1",3.27834388703929
12.6,"LF",0.013066448,"Household",2.148958458,28,"Medium","Tier 3","Supermarket Type3",3.53819413335518
12.6,"Regular",0.058542509,"Fruits and Vegetables",2.226972955,28,"Medium","Tier 3","Supermarket Type3",3.62801111082397
20.35,"LF",0.089608321,"Dairy",2.418565434,14,"Medium","Tier 1","Supermarket Type1",3.58439836376974
6.28,"LF",0.027748176,"Soft Drinks",1.937115507,14,"Medium","Tier 1","Supermarket Type1",3.11684373652025
9.4,"LF",0.159201868,"Soft Drinks",2.354246776,26,"High","Tier 3","Supermarket Type1",3.51460684735104
12.65,"LF",0.042175992,"Household",2.027324324,26,"High","Tier 3","Supermarket Type1",3.17143417334769
12.6,"LF",0.057933643,"Meat",2.243469151,28,"Small","Tier 1","Grocery Store",2.5626300786265
8.88,"LF",0.086916126,"Hard Drinks",2.185735321,14,"Medium","Tier 1","Supermarket Type1",3.36101911102025
18.25,"LF",0.075347426,"Snack Foods",2.101419168,11,"Small","Tier 2","Supermarket Type1",3.24524299457136
6.63,"Regular",0.010961483,"Snack Foods",1.765361535,11,"Small","Tier 2","Supermarket Type1",2.91333985980348
12.6,"Regular",0.029157849,"Frozen Foods",1.987096662,28,"Small","Tier 1","Grocery Store",2.29265048964875
4.64,"LF",0.141108156,"Breads",2.108224625,14,"Medium","Tier 1","Supermarket Type1",3.30105524837334
20.2,"Regular",0.121500143,"Snack Foods",1.978067248,11,"Small","Tier 2","Supermarket Type1",3.12487732375474
11.4,"Regular",0.069574013,"Meat",2.367097877,9,"Small","Tier 2","Supermarket Type1",3.54875728745186
18.35,"Regular",0.092226754,"Frozen Foods",2.26582356,16,"Small","Tier 1","Supermarket Type1",3.42186428196385
19.6,"LF",0.023999722,"Household",2.01743571,11,"Small","Tier 2","Supermarket Type1",3.16678589366738
12.3,"LF",0.052608525,"Household",2.281608256,11,"Small","Tier 2","Supermarket Type1",3.44046084080624
17.6,"LF",0.058042926,"Meat",2.189297688,26,"High","Tier 3","Supermarket Type1",3.33950162755981
8.16,"LF",0.119692888,"Meat",2.275203055,11,"Small","Tier 2","Supermarket Type1",3.43987869092045
8.4,"LF",0.039484739,"Snack Foods",1.990801323,9,"Small","Tier 2","Supermarket Type1",3.14540269606902
10,"LF",0.021425341,"Household",2.398243908,16,"Small","Tier 1","Supermarket Type1",3.5644935101974
12.6,"Regular",0.149305497,"Meat",2.077776205,28,"Small","Tier 1","Grocery Store",2.39959806311142
11.1,"LF",0.033102681,"Household",2.066744734,9,"Small","Tier 2","Supermarket Type1",3.23000303150773
7.08,"LF",0.058676973,"Dairy",2.15232749,6,"Small","Tier 2","Supermarket Type1",3.32098107967385
14.1,"LF",0.067148407,"Snack Foods",2.301915921,4,"Medium","Tier 3","Supermarket Type2",3.38345952516531
16.35,"LF",0.020579897,"Fruits and Vegetables",1.717107719,14,"Medium","Tier 1","Supermarket Type1",2.88289446077212
15.2,"LF",0.03366718,"Household",2.040171788,11,"Small","Tier 2","Supermarket Type1",3.19196798854428
11.5,"LF",0.173867958,"Fruits and Vegetables",2.110135652,11,"Small","Tier 2","Supermarket Type1",3.2678517055249
19,"LF",0.111923422,"Frozen Foods",2.027603178,16,"Small","Tier 1","Supermarket Type1",3.1705333276942
19.7,"LF",0.024756031,"Soft Drinks",1.923550715,4,"Medium","Tier 3","Supermarket Type2",3.00889775880795
16.75,"LF",0.045138797,"Snack Foods",2.27405527,11,"Small","Tier 2","Supermarket Type1",3.42282217584543
20.7,"LF",0.169776346,"Canned",2.26582356,9,"Small","Tier 2","Supermarket Type1",3.43695538542577
15.6,"LF",0.116913245,"Frozen Foods",1.893023444,16,"Small","Tier 1","Supermarket Type1",3.03416552182077
19.6,"LF",0.024222321,"Dairy",1.658696183,9,"Small","Tier 2","Supermarket Type1",2.79649044230524
12.85,"LF",0.169139066,"Frozen Foods",1.666574136,4,"Medium","Tier 3","Supermarket Type2",2.73081492297743
12.6,"LF",0.035769657,"Soft Drinks",1.611869818,28,"Medium","Tier 3","Supermarket Type3",2.99531720337934
19,"Regular",0.10361083,"Fruits and Vegetables",2.358642855,14,"Medium","Tier 1","Supermarket Type1",3.54551715229097
12.6,"LF",0,"Frozen Foods",1.992292775,28,"Small","Tier 1","Grocery Store",2.29108512291491
9.8,"Regular",0.056386541,"Breads",1.927836235,16,"Small","Tier 1","Supermarket Type1",3.10556915387386
12.6,"LF",0.090596378,"Others",2.028139183,28,"Medium","Tier 3","Supermarket Type3",3.42473444532003
12.6,"Regular",0.057143515,"Meat",2.18137647,28,"Medium","Tier 3","Supermarket Type3",3.58262667183881
7.64,"Regular",0.070645636,"Snack Foods",1.960051979,26,"High","Tier 3","Supermarket Type1",3.10363864461484
12.6,"Regular",0.066006824,"Dairy",2.101301556,28,"Small","Tier 1","Grocery Store",2.4077018925275
19.1,"LF",0.045492697,"Dairy",1.605453737,4,"Medium","Tier 3","Supermarket Type2",2.66410020288887
19.1,"LF",0.03856376,"Fruits and Vegetables",2.320683315,16,"Small","Tier 1","Supermarket Type1",3.48408812355812
12.6,"Regular",0.069909188,"Soft Drinks",2.212951078,28,"Small","Tier 1","Grocery Store",2.54122878227252
18.85,"LF",0.036111038,"Meat",1.764596021,11,"Small","Tier 2","Supermarket Type1",2.91249963825857
12.5,"LF",0.031225303,"Fruits and Vegetables",2.012411154,6,"Small","Tier 2","Supermarket Type1",3.1903557877103
9.3,"LF",0.043777415,"Hard Drinks",2.285522654,9,"Small","Tier 2","Supermarket Type1",3.45300920905212
16.35,"LF",0,"Fruits and Vegetables",2.297853705,16,"Small","Tier 1","Supermarket Type1",3.46204153902801
5.82,"LF",0,"Household",2.228859564,26,"High","Tier 3","Supermarket Type1",3.38098895393472
10.5,"LF",0.027271252,"Household",2.23454411,9,"Small","Tier 2","Supermarket Type1",3.40215099579487
18.2,"LF",0.089884775,"Fruits and Vegetables",2.290281755,9,"Small","Tier 2","Supermarket Type1",3.45873246113542
11.6,"Regular",0.143990173,"Dairy",2.379527051,9,"Small","Tier 2","Supermarket Type1",3.54487189281376
12.6,"Regular",0.019107027,"Soft Drinks",1.685465852,28,"Medium","Tier 3","Supermarket Type3",3.07773976106883
8.27,"LF",0.01889024,"Health and Hygiene",2.376919878,4,"Medium","Tier 3","Supermarket Type2",3.47720328390851
12.85,"Regular",0.152364317,"Fruits and Vegetables",2.404899027,14,"Medium","Tier 1","Supermarket Type1",3.59542308993195
8.99,"LF",0.183774965,"Fruits and Vegetables",2.007619775,11,"Small","Tier 2","Supermarket Type1",3.16391796514899
10.3,"Regular",0.024891881,"Baking Goods",2.232849289,9,"Small","Tier 2","Supermarket Type1",3.40636720171406
9.4,"Regular",0.100966837,"Baking Goods",1.938947805,6,"Small","Tier 2","Supermarket Type1",3.11900956933818
12.1,"LF",0.030297819,"Canned",1.873709955,6,"Small","Tier 2","Supermarket Type1",3.05311323336795
7.93,"LF",0.07113587,"Health and Hygiene",1.630515335,16,"Small","Tier 1","Supermarket Type1",2.78512599759617
8.43,"LF",0.017322454,"Soft Drinks",2.294194542,9,"Small","Tier 2","Supermarket Type1",3.47149046377429
12.6,"Regular",0.117442838,"Snack Foods",2.411165648,28,"Small","Tier 1","Grocery Store",2.72880348523509
17.7,"LF",0.087791917,"Dairy",2.256787958,9,"Small","Tier 2","Supermarket Type1",3.40969048268485
18.2,"LF",0.090267996,"Fruits and Vegetables",2.289390487,4,"Medium","Tier 3","Supermarket Type2",3.37981385494373
19.35,"Regular",0.082394321,"Baking Goods",1.685772183,14,"Medium","Tier 1","Supermarket Type1",2.85205088381138
7.48,"LF",0.01319424,"Household",2.337297893,6,"Small","Tier 2","Supermarket Type1",3.52229537653846
6.64,"Regular",0.00636189,"Baking Goods",2.083179287,6,"Small","Tier 2","Supermarket Type1",3.26826706234279
12.6,"LF",0.036150153,"Dairy",2.341529881,28,"Medium","Tier 3","Supermarket Type3",3.7234705679237
20.85,"Regular",0.062321222,"Baking Goods",1.940772404,14,"Medium","Tier 1","Supermarket Type1",3.11264086890749
6.16,"Regular",0.158441218,"Meat",2.329918314,15,"Small","Tier 3","Grocery Store",2.65547889289236
8.91,"LF",0.143419394,"Frozen Foods",1.788788955,11,"Small","Tier 2","Supermarket Type1",2.92678967024059
17.85,"LF",0.018052019,"Health and Hygiene",1.985019385,14,"Medium","Tier 1","Supermarket Type1",3.15979424235877
14.85,"LF",0.15643727,"Baking Goods",2.152536616,15,"Small","Tier 3","Grocery Store",2.45748899167636
16.5,"LF",0.035728302,"Health and Hygiene",1.978691688,11,"Small","Tier 2","Supermarket Type1",3.13464703733512
12.15,"Regular",0.131973625,"Fruits and Vegetables",2.274128279,26,"High","Tier 3","Supermarket Type1",3.43419874831987
8.9,"Regular",0.088681966,"Snack Foods",2.086263706,4,"Medium","Tier 3","Supermarket Type2",3.17177384718193
15.7,"LF",0.122470805,"Canned",2.119896298,9,"Small","Tier 2","Supermarket Type1",3.28984409738437
13.3,"LF",0.035607579,"Baking Goods",2.078864095,15,"Small","Tier 3","Grocery Store",2.38312160388123
8.21,"LF",0.044925784,"Dairy",1.934598428,16,"Small","Tier 1","Supermarket Type1",3.07843559425974
20.7,"LF",0.071699984,"Dairy",2.249449808,15,"Small","Tier 3","Grocery Store",2.54372301859983
13.35,"LF",0.091723066,"Snack Foods",2.172809522,6,"Small","Tier 2","Supermarket Type1",3.3430039385838
9.17,"LF",0.172365428,"Baking Goods",2.160909505,15,"Small","Tier 3","Grocery Store",2.46849944664007
16.5,"Regular",0.094246644,"Baking Goods",1.995226151,4,"Medium","Tier 3","Supermarket Type2",3.08202925402288
6.98,"LF",0.041071581,"Canned",1.916945344,26,"High","Tier 3","Supermarket Type1",3.0685902100822
11,"LF",0.054939029,"Health and Hygiene",2.006191259,16,"Small","Tier 1","Supermarket Type1",3.16861456896861
19.5,"Regular",0.030819397,"Canned",1.934771062,4,"Medium","Tier 3","Supermarket Type2",3.02786205441204
19.2,"Regular",0,"Fruits and Vegetables",2.266219933,4,"Medium","Tier 3","Supermarket Type2",3.36293735804318
8.06,"LF",0.021358889,"Breakfast",2.366110153,26,"High","Tier 3","Supermarket Type1",3.46833217237773
12.6,"Regular",0.087221497,"Dairy",2.421589121,28,"Medium","Tier 3","Supermarket Type3",3.81228250635564
5.18,"LF",0.050808821,"Health and Hygiene",1.527467493,15,"Small","Tier 3","Grocery Store",1.82922648529313
6.15,"LF",0.046342889,"Baking Goods",1.988284203,14,"Medium","Tier 1","Supermarket Type1",3.16081295570736
15.2,"LF",0,"Soft Drinks",1.985315079,16,"Small","Tier 1","Supermarket Type1",3.1466564064396
6.62,"LF",0.093574769,"Dairy",2.299817927,11,"Small","Tier 2","Supermarket Type1",3.44957871320635
20.2,"LF",0.011838464,"Household",2.190706991,14,"Medium","Tier 1","Supermarket Type1",3.36323166151018
12.6,"Regular",0.086837543,"Frozen Foods",2.026249634,28,"Medium","Tier 3","Supermarket Type3",3.40916046218134
5.1,"Regular",0.129705008,"Snack Foods",2.151932811,14,"Medium","Tier 1","Supermarket Type1",3.32874194966263
11.6,"Regular",0.157149885,"Breakfast",2.225948362,11,"Small","Tier 2","Supermarket Type1",3.33821113207209
14.3,"LF",0.12780038,"Frozen Foods",1.922322628,11,"Small","Tier 2","Supermarket Type1",3.06125024643955
12.6,"LF",0.119959873,"Fruits and Vegetables",1.658068662,28,"Medium","Tier 3","Supermarket Type3",3.0381265377971
12.3,"LF",0.069401919,"Soft Drinks",2.033398823,26,"High","Tier 3","Supermarket Type1",3.18501940180785
13.65,"Regular",0.026579951,"Meat",1.5409948,26,"High","Tier 3","Supermarket Type1",2.68431455864581
8.8,"LF",0.071369947,"Snack Foods",2.320481125,26,"High","Tier 3","Supermarket Type1",3.46530378684113
6.72,"Regular",0.203510667,"Baking Goods",1.613264492,15,"Small","Tier 3","Grocery Store",1.91553896322835
18,"LF",0.017979145,"Starchy Foods",2.251318404,4,"Medium","Tier 3","Supermarket Type2",3.34940502466682
12.6,"Regular",0.073700837,"Fruits and Vegetables",2.316313869,28,"Medium","Tier 3","Supermarket Type3",3.71946521925339
12.6,"LF",0.008499464,"Baking Goods",1.910420548,28,"Medium","Tier 3","Supermarket Type3",3.29276168271563
7.27,"Regular",0.020865797,"Canned",1.955441436,4,"Medium","Tier 3","Supermarket Type2",3.05442611074624
9.2,"Regular",0.122494876,"Fruits and Vegetables",2.000441019,14,"Medium","Tier 1","Supermarket Type1",3.18286589742332
12.8,"LF",0.022980361,"Fruits and Vegetables",2.070957965,14,"Medium","Tier 1","Supermarket Type1",3.24686600867326
13.5,"Regular",0.017895691,"Snack Foods",1.900345277,11,"Small","Tier 2","Supermarket Type1",3.04856040480978
19.35,"Regular",0.082731751,"Baking Goods",1.691995114,6,"Small","Tier 2","Supermarket Type1",2.86177524611861
8.49,"LF",0.058083831,"Health and Hygiene",2.013675489,26,"High","Tier 3","Supermarket Type1",3.16544882497633
17,"Regular",0.139804885,"Canned",2.424536023,11,"Small","Tier 2","Supermarket Type1",3.59920356861458
10.5,"Regular",0.0481669,"Dairy",1.688754313,26,"High","Tier 3","Supermarket Type1",2.82068624247445
5.62,"LF",0.12566436,"Health and Hygiene",2.091572,26,"High","Tier 3","Supermarket Type1",3.24626047107751
7.83,"Regular",0.150015234,"Frozen Foods",2.197359965,16,"Small","Tier 1","Supermarket Type1",3.35615487015774
15.2,"LF",0.019142452,"Snack Foods",2.375708961,6,"Small","Tier 2","Supermarket Type1",3.55025598750014
18.85,"LF",0.090850115,"Hard Drinks",2.102548953,9,"Small","Tier 2","Supermarket Type1",3.26125720591398
9.2,"Regular",0.086396038,"Baking Goods",1.89798098,15,"Small","Tier 3","Grocery Store",2.20646596818756
15.3,"LF",0.023071504,"Household",2.007889391,4,"Medium","Tier 3","Supermarket Type2",3.08991092371034
13.5,"Regular",0.160624116,"Fruits and Vegetables",2.167347468,6,"Small","Tier 2","Supermarket Type1",3.35515444659826
17.7,"LF",0.050929429,"Household",2.111154263,9,"Small","Tier 2","Supermarket Type1",3.27253596991443
13.85,"Regular",0.026042966,"Frozen Foods",2.207421611,6,"Small","Tier 2","Supermarket Type1",3.38333661404536
6.92,"LF",0.038610722,"Dairy",1.78877059,4,"Medium","Tier 3","Supermarket Type2",2.85721936323103
11,"Regular",0.057290978,"Fruits and Vegetables",2.385161385,4,"Medium","Tier 3","Supermarket Type2",3.48815899579588
12.6,"LF",0.087380432,"Fruits and Vegetables",2.040296882,26,"High","Tier 3","Supermarket Type1",3.1876694764525
12.6,"Regular",0.030476541,"Snack Foods",2.401869739,28,"Medium","Tier 3","Supermarket Type3",3.79618272855946
11.6,"Regular",0.078863888,"Frozen Foods",1.920267371,26,"High","Tier 3","Supermarket Type1",3.05901787226434
7.44,"LF",0.205605116,"Starchy Foods",2.31756988,15,"Small","Tier 3","Grocery Store",2.64206343209723
5.66,"LF",0.085622362,"Fruits and Vegetables",2.223366126,4,"Medium","Tier 3","Supermarket Type2",3.3177003098751
20.35,"LF",0.142393712,"Snack Foods",2.088870046,4,"Medium","Tier 3","Supermarket Type2",3.16225684653747
8.85,"LF",0.053976156,"Fruits and Vegetables",2.258946494,11,"Small","Tier 2","Supermarket Type1",3.42183734397711
12.6,"LF",0.054363971,"Fruits and Vegetables",2.021598584,28,"Small","Tier 1","Grocery Store",2.3340835443253
12.6,"LF",0.161039887,"Snack Foods",2.322759139,15,"Small","Tier 3","Grocery Store",2.62595836921291
7.21,"Regular",0,"Snack Foods",2.013398493,6,"Small","Tier 2","Supermarket Type1",3.18971938175675
11.85,"Regular",0.050085152,"Fruits and Vegetables",2.216832277,16,"Small","Tier 1","Supermarket Type1",3.38784494117849
12.6,"LF",0.126924095,"Frozen Foods",1.940628032,28,"Medium","Tier 3","Supermarket Type3",3.31434126434483
6.11,"Regular",0.103340142,"Fruits and Vegetables",2.118254141,4,"Medium","Tier 3","Supermarket Type2",3.2167705435159
15.15,"Regular",0.012288171,"Snack Foods",2.11370409,11,"Small","Tier 2","Supermarket Type1",3.26638505605741
10.5,"Regular",0.142827296,"Breads",2.202645768,11,"Small","Tier 2","Supermarket Type1",3.38297963508716
