Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,MRP,Outlet_Identifier,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales
FDX33,12.6,Regular,0.116915909,Snack Foods,159,OUT027,28,Medium,Tier 3,Supermarket Type3,4974
FDR24,17.35,Regular,0.062979148,Baking Goods,88,OUT045,11,Small,Tier 2,Supermarket Type1,1708
FDC33,12.6,Regular,0.068604503,Fruits and Vegetables,197,OUT027,28,Medium,Tier 3,Supermarket Type3,7489
NCV54,12.6,LF,0.03294861,Household,117,OUT027,28,Medium,Tier 3,Supermarket Type3,2489
NCQ02,12.6,LF,0.007450258,Household,187,OUT013,26,High,Tier 3,Supermarket Type1,2816
NCU17,5.32,LF,0.093027718,Health and Hygiene,101,OUT049,14,Medium,Tier 1,Supermarket Type1,2954
NCZ06,12.6,LF,0.164864915,Household,255,OUT019,28,Small,Tier 1,Grocery Store,761
FDV37,13,Regular,0.083498083,Canned,199,OUT035,9,Small,Tier 2,Supermarket Type1,593
DRH25,12.6,LF,0.014522363,Soft Drinks,50,OUT027,28,Medium,Tier 3,Supermarket Type3,1298
NCI43,19.85,LF,0.025963795,Household,46,OUT035,9,Small,Tier 2,Supermarket Type1,1151
NCQ53,17.6,LF,0.019012262,Health and Hygiene,237,OUT017,6,Small,Tier 2,Supermarket Type1,3073
NCT18,14.6,LF,0.059393919,Household,182,OUT035,9,Small,Tier 2,Supermarket Type1,3260
FDF14,7.55,LF,0.027212058,Canned,153,OUT049,14,Medium,Tier 1,Supermarket Type1,2756
FDM14,13.8,LF,0.013263968,Canned,107,OUT046,16,Small,Tier 1,Supermarket Type1,2930
FDX57,17.25,Regular,0.079113947,Snack Foods,99,OUT010,15,Small,Tier 3,Grocery Store,97
NCV05,10.1,LF,0.03020851,Health and Hygiene,153,OUT046,16,Small,Tier 1,Supermarket Type1,1545
FDX39,14.3,Regular,0.049634817,Meat,213,OUT013,26,High,Tier 3,Supermarket Type1,3166
FDA23,9.8,LF,0.047187038,Baking Goods,101,OUT046,16,Small,Tier 1,Supermarket Type1,1619
NCV06,11.3,LF,0.066681333,Household,194,OUT046,16,Small,Tier 1,Supermarket Type1,387
NCE31,7.67,LF,0.185218446,Household,36,OUT045,11,Small,Tier 2,Supermarket Type1,415
DRI39,13.8,LF,0.162462044,Dairy,56,OUT010,15,Small,Tier 3,Grocery Store,226
FDH21,10.4,LF,0.031273559,Seafood,160,OUT049,14,Medium,Tier 1,Supermarket Type1,1268
FDR26,20.7,LF,0.042836778,Dairy,176,OUT046,16,Small,Tier 1,Supermarket Type1,1594
FDA14,12.6,LF,0.114127418,Dairy,147,OUT019,28,Small,Tier 1,Grocery Store,586
FDG21,17.35,Regular,0.146895866,Seafood,150,OUT018,4,Medium,Tier 3,Supermarket Type2,3745
NCQ38,16.35,LF,0.013420879,Others,105,OUT018,4,Medium,Tier 3,Supermarket Type2,1811
FDN20,19.35,LF,0.026181893,Fruits and Vegetables,167,OUT046,16,Small,Tier 1,Supermarket Type1,2358
NCN29,15.2,LF,0.012184999,Health and Hygiene,50,OUT017,6,Small,Tier 2,Supermarket Type1,146
FDI28,14.3,LF,0.026428924,Frozen Foods,78,OUT018,4,Medium,Tier 3,Supermarket Type2,555
FDA03,12.6,Regular,0.045243613,Dairy,147,OUT027,28,Medium,Tier 3,Supermarket Type3,3499
FDZ28,20,Regular,0,Frozen Foods,127,OUT046,16,Small,Tier 1,Supermarket Type1,1780
FDO52,12.6,Regular,0.076790922,Frozen Foods,172,OUT027,28,Medium,Tier 3,Supermarket Type3,2567
FDU10,10.1,Regular,0.045950475,Snack Foods,38,OUT017,6,Small,Tier 2,Supermarket Type1,1230
FDP13,12.6,Regular,0.133673087,Canned,42,OUT027,28,Medium,Tier 3,Supermarket Type3,919
FDV02,12.6,LF,0.060252433,Dairy,171,OUT027,28,Medium,Tier 3,Supermarket Type3,3080
FDS28,8.18,Regular,0.082529704,Frozen Foods,57,OUT049,14,Medium,Tier 1,Supermarket Type1,744
FDW49,19.5,LF,0.082552214,Canned,180,OUT046,16,Small,Tier 1,Supermarket Type1,716
FDP33,18.7,LF,0.089272253,Snack Foods,255,OUT046,16,Small,Tier 1,Supermarket Type1,5113
FDJ03,12.35,Regular,0.072541731,Dairy,49,OUT045,11,Small,Tier 2,Supermarket Type1,887
FDQ51,16,Regular,0.017536671,Meat,46,OUT013,26,High,Tier 3,Supermarket Type1,1040
DRK23,8.4,LF,0.072088552,Hard Drinks,254,OUT049,14,Medium,Tier 1,Supermarket Type1,4554
FDU11,4.79,LF,0.092781435,Breads,120,OUT045,11,Small,Tier 2,Supermarket Type1,1808
NCK06,5.03,LF,0.008644894,Household,123,OUT035,9,Small,Tier 2,Supermarket Type1,2666
FDY09,15.6,LF,0.025342692,Snack Foods,174,OUT017,6,Small,Tier 2,Supermarket Type1,1751
NCY18,7.29,LF,0.031145743,Household,174,OUT035,9,Small,Tier 2,Supermarket Type1,2627
FDA10,20.35,LF,0,Snack Foods,121,OUT049,14,Medium,Tier 1,Supermarket Type1,1470
FDO34,17.7,LF,0.030108283,Snack Foods,166,OUT017,6,Small,Tier 2,Supermarket Type1,4362
FDE38,12.6,LF,0.044391149,Canned,164,OUT027,28,Medium,Tier 3,Supermarket Type3,4476
FDF40,20.25,Regular,0.022639471,Dairy,248,OUT017,6,Small,Tier 2,Supermarket Type1,2241
FDY02,8.95,Regular,0,Dairy,265,OUT017,6,Small,Tier 2,Supermarket Type1,4734
FDS03,12.6,LF,0.139419417,Meat,66,OUT019,28,Small,Tier 1,Grocery Store,258
FDB59,18.25,LF,0.015278899,Snack Foods,199,OUT046,16,Small,Tier 1,Supermarket Type1,3175
NCQ42,20.35,LF,0.039329257,Household,128,OUT049,14,Medium,Tier 1,Supermarket Type1,2925
FDO15,16.75,Regular,0.008579863,Meat,72,OUT049,14,Medium,Tier 1,Supermarket Type1,961
DRN47,12.1,LF,0.028164527,Hard Drinks,178,OUT010,15,Small,Tier 3,Grocery Store,539
FDA03,18.5,Regular,0,Dairy,144,OUT035,9,Small,Tier 2,Supermarket Type1,2041
FDA01,15,Regular,0.054367971,Canned,59,OUT035,9,Small,Tier 2,Supermarket Type1,996
FDB38,19.5,Regular,0.0273467,Canned,159,OUT046,16,Small,Tier 1,Supermarket Type1,1758
FDT59,13.65,LF,0.016001434,Breads,231,OUT017,6,Small,Tier 2,Supermarket Type1,1843
FDG08,13.15,Regular,0.165328057,Fruits and Vegetables,171,OUT035,9,Small,Tier 2,Supermarket Type1,3436
FDV56,12.6,Regular,0.013529884,Fruits and Vegetables,106,OUT027,28,Medium,Tier 3,Supermarket Type3,1402
FDY26,20.6,Regular,0.030510526,Dairy,211,OUT046,16,Small,Tier 1,Supermarket Type1,7834
DRE13,6.28,LF,0.027699863,Soft Drinks,88,OUT035,9,Small,Tier 2,Supermarket Type1,1221
FDE51,5.93,Regular,0.09646733,Dairy,43,OUT046,16,Small,Tier 1,Supermarket Type1,669
FDL40,17.7,LF,0.011636708,Frozen Foods,95,OUT045,11,Small,Tier 2,Supermarket Type1,1062
FDD50,18.85,LF,0.141642219,Canned,168,OUT046,16,Small,Tier 1,Supermarket Type1,2875
FDC04,12.6,LF,0.044767801,Dairy,242,OUT027,28,Medium,Tier 3,Supermarket Type3,4592
FDN15,17.5,LF,0.028009382,Meat,142,OUT010,15,Small,Tier 3,Grocery Store,419
FDC46,17.7,LF,0.1164455,Snack Foods,183,OUT013,26,High,Tier 3,Supermarket Type1,5164
FDV56,16.1,Regular,0.013584408,Fruits and Vegetables,108,OUT013,26,High,Tier 3,Supermarket Type1,324
FDK43,9.8,LF,0.026950104,Meat,128,OUT018,4,Medium,Tier 3,Supermarket Type2,1265
NCR29,7.57,LF,0.054751689,Health and Hygiene,55,OUT045,11,Small,Tier 2,Supermarket Type1,623
FDY03,17.6,Regular,0.076121831,Meat,112,OUT046,16,Small,Tier 1,Supermarket Type1,1125
FDU44,12.15,Regular,0.058516562,Fruits and Vegetables,164,OUT049,14,Medium,Tier 1,Supermarket Type1,5199
FDZ04,9.31,LF,0.037923509,Frozen Foods,62,OUT013,26,High,Tier 3,Supermarket Type1,380
FDU16,19.25,Regular,0.058365706,Frozen Foods,82,OUT049,14,Medium,Tier 1,Supermarket Type1,2433
FDV07,9.5,LF,0.031346387,Fruits and Vegetables,111,OUT045,11,Small,Tier 2,Supermarket Type1,1658
NCL19,15.35,LF,0.015663185,Others,144,OUT013,26,High,Tier 3,Supermarket Type1,3006
FDW01,12.6,LF,0.063750302,Canned,153,OUT027,28,Medium,Tier 3,Supermarket Type3,2287
FDC10,12.6,Regular,0.07252476,Snack Foods,120,OUT027,28,Medium,Tier 3,Supermarket Type3,1687
DRC12,17.85,LF,0.038040837,Soft Drinks,189,OUT017,6,Small,Tier 2,Supermarket Type1,3237
DRK39,7.02,LF,0.049823902,Dairy,82,OUT013,26,High,Tier 3,Supermarket Type1,2746
FDG24,12.6,LF,0.014560297,Baking Goods,81,OUT027,28,Medium,Tier 3,Supermarket Type3,1332
FDO04,12.6,LF,0.026408698,Frozen Foods,53,OUT027,28,Medium,Tier 3,Supermarket Type3,608
DRB25,12.3,LF,0.069446588,Soft Drinks,106,OUT035,9,Small,Tier 2,Supermarket Type1,858
FDK26,5.46,Regular,0.03217132,Canned,185,OUT035,9,Small,Tier 2,Supermarket Type1,4288
FDM52,15.1,LF,0.026046138,Frozen Foods,147,OUT045,11,Small,Tier 2,Supermarket Type1,1774
FDY07,11.8,LF,0.121848436,Fruits and Vegetables,47,OUT045,11,Small,Tier 2,Supermarket Type1,597
NCO06,19.25,LF,0.108470504,Household,33,OUT018,4,Medium,Tier 3,Supermarket Type2,441
FDO10,13.65,Regular,0,Snack Foods,56,OUT045,11,Small,Tier 2,Supermarket Type1,1431
FDK34,13.35,LF,0.038494623,Snack Foods,240,OUT013,26,High,Tier 3,Supermarket Type1,2860
FDS33,12.6,Regular,0.122830885,Snack Foods,87,OUT027,28,Medium,Tier 3,Supermarket Type3,3365
FDO45,13.15,Regular,0.038029746,Snack Foods,89,OUT045,11,Small,Tier 2,Supermarket Type1,1758
FDF08,14.3,Regular,0.065207559,Fruits and Vegetables,90,OUT046,16,Small,Tier 1,Supermarket Type1,967
FDH58,12.3,LF,0.037014587,Snack Foods,115,OUT045,11,Small,Tier 2,Supermarket Type1,1958
FDS03,7.83,LF,0.133281968,Meat,63,OUT010,15,Small,Tier 3,Grocery Store,129
DRF03,19.1,LF,0.045299563,Dairy,39,OUT035,9,Small,Tier 2,Supermarket Type1,366
FDE02,8.71,LF,0.121149472,Canned,94,OUT013,26,High,Tier 3,Supermarket Type1,1784
NCZ06,19.6,LF,0.094083303,Household,252,OUT013,26,High,Tier 3,Supermarket Type1,2790
FDW49,19.5,LF,0,Canned,179,OUT049,14,Medium,Tier 1,Supermarket Type1,2328
FDR23,15.85,LF,0,Breads,175,OUT017,6,Small,Tier 2,Supermarket Type1,2823
NCJ29,12.6,LF,0.035022503,Health and Hygiene,85,OUT027,28,Medium,Tier 3,Supermarket Type3,2045
FDY35,17.6,Regular,0.016060186,Breads,47,OUT045,11,Small,Tier 2,Supermarket Type1,505
FDZ01,12.6,Regular,0.009014978,Canned,103,OUT027,28,Medium,Tier 3,Supermarket Type3,3096
FDX19,19.1,LF,0.096733815,Fruits and Vegetables,233,OUT046,16,Small,Tier 1,Supermarket Type1,5141
FDG44,6.13,LF,0.102607233,Fruits and Vegetables,54,OUT018,4,Medium,Tier 3,Supermarket Type2,809
FDQ23,6.55,LF,0.024521191,Breads,101,OUT035,9,Small,Tier 2,Supermarket Type1,2666
FDY22,16.5,Regular,0.160624116,Snack Foods,144,OUT017,6,Small,Tier 2,Supermarket Type1,2589
NCN41,17,LF,0.052165855,Health and Hygiene,125,OUT013,26,High,Tier 3,Supermarket Type1,1109
FDA47,10.5,Regular,0,Baking Goods,162,OUT045,11,Small,Tier 2,Supermarket Type1,1305
NCD19,8.93,LF,0,Household,55,OUT045,11,Small,Tier 2,Supermarket Type1,332
FDO36,12.6,LF,0.07753654,Baking Goods,181,OUT027,28,Medium,Tier 3,Supermarket Type3,3236
FDH20,16.1,Regular,0.024928351,Fruits and Vegetables,95,OUT013,26,High,Tier 3,Supermarket Type1,3089
FDN12,12.6,LF,0.08071118,Baking Goods,113,OUT027,28,Medium,Tier 3,Supermarket Type3,3356
NCJ30,5.82,LF,0.080968973,Household,171,OUT018,4,Medium,Tier 3,Supermarket Type2,2037
FDB09,16.25,LF,0.057485328,Fruits and Vegetables,126,OUT049,14,Medium,Tier 1,Supermarket Type1,1868
FDA09,13.35,Regular,0.149669322,Snack Foods,180,OUT045,11,Small,Tier 2,Supermarket Type1,899
FDL24,12.6,Regular,0.024776026,Baking Goods,172,OUT027,28,Medium,Tier 3,Supermarket Type3,7760
FDP03,5.15,Regular,0.061165512,Meat,126,OUT035,9,Small,Tier 2,Supermarket Type1,2848
FDR58,12.6,LF,0.041718456,Snack Foods,95,OUT027,28,Medium,Tier 3,Supermarket Type3,2869
FDO13,7.87,LF,0.06100886,Breakfast,166,OUT013,26,High,Tier 3,Supermarket Type1,3618
DRD49,9.9,LF,0.167799329,Soft Drinks,239,OUT035,9,Small,Tier 2,Supermarket Type1,5244
NCF42,17.35,LF,0.167351411,Household,176,OUT035,9,Small,Tier 2,Supermarket Type1,2109
DRK35,8.37,LF,0.071832909,Hard Drinks,36,OUT035,9,Small,Tier 2,Supermarket Type1,721
FDR58,6.68,LF,0.041886576,Snack Foods,92,OUT013,26,High,Tier 3,Supermarket Type1,1203
FDQ15,12.6,Regular,0.150341867,Meat,83,OUT027,28,Medium,Tier 3,Supermarket Type3,1868
NCP50,17.35,LF,0.020542737,Others,81,OUT013,26,High,Tier 3,Supermarket Type1,322
FDV45,16.75,LF,0.045047439,Snack Foods,186,OUT046,16,Small,Tier 1,Supermarket Type1,3943
DRP35,18.85,LF,0.091008572,Hard Drinks,130,OUT049,14,Medium,Tier 1,Supermarket Type1,3196
FDN23,6.58,Regular,0.07549348,Breads,144,OUT035,9,Small,Tier 2,Supermarket Type1,3338
FDS44,12.65,Regular,0.156286566,Fruits and Vegetables,239,OUT049,14,Medium,Tier 1,Supermarket Type1,4086
NCI54,15.2,LF,0.033735909,Household,111,OUT018,4,Medium,Tier 3,Supermarket Type2,1856
FDH40,12.6,Regular,0.078547351,Frozen Foods,79,OUT027,28,Medium,Tier 3,Supermarket Type3,1381
FDF46,7.07,LF,0.093653464,Snack Foods,113,OUT035,9,Small,Tier 2,Supermarket Type1,1267
FDA21,13.65,LF,0.036107198,Snack Foods,184,OUT018,4,Medium,Tier 3,Supermarket Type2,5183
FDI41,12.6,Regular,0.109003832,Frozen Foods,145,OUT019,28,Small,Tier 1,Grocery Store,147
FDE35,7.06,Regular,0.073480266,Starchy Foods,59,OUT010,15,Small,Tier 3,Grocery Store,59
DRJ24,11.8,LF,0.113234914,Soft Drinks,186,OUT013,26,High,Tier 3,Supermarket Type1,5368
NCK17,12.6,LF,0.037711338,Health and Hygiene,42,OUT027,28,Medium,Tier 3,Supermarket Type3,1358
FDA15,9.3,LF,0.016054884,Dairy,250,OUT045,11,Small,Tier 2,Supermarket Type1,5976
FDD36,12.6,LF,0.021170542,Baking Goods,118,OUT027,28,Medium,Tier 3,Supermarket Type3,2252
DRD60,12.6,LF,0.065188619,Soft Drinks,181,OUT019,28,Small,Tier 1,Grocery Store,182
FDA46,13.6,LF,0.117537563,Snack Foods,195,OUT013,26,High,Tier 3,Supermarket Type1,5444
NCO54,19.5,LF,0.01430324,Household,57,OUT045,11,Small,Tier 2,Supermarket Type1,1547
FDL48,19.35,Regular,0.137697119,Baking Goods,47,OUT010,15,Small,Tier 3,Grocery Store,146
NCM19,12.6,LF,0.047008497,Others,112,OUT027,28,Medium,Tier 3,Supermarket Type3,5063
FDS31,13.1,Regular,0,Fruits and Vegetables,179,OUT049,14,Medium,Tier 1,Supermarket Type1,3067
FDV12,16.7,Regular,0.060863167,Baking Goods,98,OUT035,9,Small,Tier 2,Supermarket Type1,2858
FDQ31,5.79,Regular,0,Fruits and Vegetables,87,OUT035,9,Small,Tier 2,Supermarket Type1,1406
FDK55,12.6,LF,0.045105407,Meat,89,OUT019,28,Small,Tier 1,Grocery Store,178
DRG15,6.13,LF,0.076855207,Dairy,59,OUT049,14,Medium,Tier 1,Supermarket Type1,1470
NCR17,9.8,LF,0.024482644,Health and Hygiene,116,OUT018,4,Medium,Tier 3,Supermarket Type2,2896
FDV01,12.6,Regular,0,Canned,155,OUT027,28,Medium,Tier 3,Supermarket Type3,6516
FDT21,7.42,LF,0.020474913,Snack Foods,248,OUT018,4,Medium,Tier 3,Supermarket Type2,996
FDT10,16.7,Regular,0.062044506,Snack Foods,57,OUT046,16,Small,Tier 1,Supermarket Type1,948
FDL56,12.6,LF,0.220225608,Fruits and Vegetables,86,OUT019,28,Small,Tier 1,Grocery Store,87
FDS49,9,LF,0.079794329,Canned,80,OUT017,6,Small,Tier 2,Supermarket Type1,1178
FDT32,12.6,Regular,0.114916546,Fruits and Vegetables,188,OUT019,28,Small,Tier 1,Grocery Store,565
NCX42,6.36,LF,0.00597362,Household,165,OUT013,26,High,Tier 3,Supermarket Type1,2138
FDX26,17.7,LF,0.146973462,Dairy,184,OUT010,15,Small,Tier 3,Grocery Store,547
FDN02,16.5,LF,0.07376631,Canned,209,OUT013,26,High,Tier 3,Supermarket Type1,2692
FDJ40,12.6,Regular,0.049349121,Frozen Foods,109,OUT027,28,Medium,Tier 3,Supermarket Type3,3057
FDU13,12.6,LF,0.328390948,Canned,146,OUT019,28,Small,Tier 1,Grocery Store,589
DRE27,11.85,LF,0.13267058,Dairy,96,OUT046,16,Small,Tier 1,Supermarket Type1,979
FDS27,10.2,Regular,0.012455787,Meat,198,OUT035,9,Small,Tier 2,Supermarket Type1,2357
FDU44,12.6,Regular,0.058142797,Fruits and Vegetables,162,OUT027,28,Medium,Tier 3,Supermarket Type3,3087
DRM59,12.6,LF,0.006289291,Hard Drinks,153,OUT019,28,Small,Tier 1,Grocery Store,461
FDT08,13.65,LF,0.04929502,Fruits and Vegetables,151,OUT049,14,Medium,Tier 1,Supermarket Type1,2696
FDL46,20.35,LF,0.054362695,Snack Foods,118,OUT017,6,Small,Tier 2,Supermarket Type1,1650
NCV30,20.2,LF,0.110356797,Household,62,OUT010,15,Small,Tier 3,Grocery Store,127
FDP51,13.85,Regular,0.085274988,Meat,120,OUT046,16,Small,Tier 1,Supermarket Type1,2015
FDA51,8.05,Regular,0.164542555,Dairy,112,OUT013,26,High,Tier 3,Supermarket Type1,1708
FDM46,7.37,LF,0.160292264,Snack Foods,95,OUT045,11,Small,Tier 2,Supermarket Type1,932
FDK02,12.5,LF,0.112859454,Canned,118,OUT017,6,Small,Tier 2,Supermarket Type1,2157
FDJ57,7.42,Regular,0.021569566,Seafood,185,OUT035,9,Small,Tier 2,Supermarket Type1,4644
FDJ45,12.6,LF,0.073055148,Seafood,34,OUT027,28,Medium,Tier 3,Supermarket Type3,1281
NCB31,6.24,LF,0.119345629,Household,262,OUT017,6,Small,Tier 2,Supermarket Type1,2367
FDJ03,12.35,Regular,0.072334667,Dairy,49,OUT013,26,High,Tier 3,Supermarket Type1,887
FDT50,6.75,Regular,0.108148913,Dairy,96,OUT013,26,High,Tier 3,Supermarket Type1,959
NCY41,16.75,LF,0.07585337,Health and Hygiene,37,OUT049,14,Medium,Tier 1,Supermarket Type1,1151
FDJ60,19.35,Regular,0.062655235,Baking Goods,163,OUT045,11,Small,Tier 2,Supermarket Type1,2642
FDZ35,9.6,Regular,0.022278477,Breads,102,OUT046,16,Small,Tier 1,Supermarket Type1,1548
FDS21,19.85,Regular,0.020961192,Snack Foods,62,OUT018,4,Medium,Tier 3,Supermarket Type2,619
FDM52,15.1,LF,0.025993423,Frozen Foods,147,OUT046,16,Small,Tier 1,Supermarket Type1,2808
FDQ08,12.6,Regular,0.018838681,Fruits and Vegetables,63,OUT027,28,Medium,Tier 3,Supermarket Type3,2266
FDQ56,6.59,LF,0.105577348,Fruits and Vegetables,86,OUT035,9,Small,Tier 2,Supermarket Type1,1929
FDS47,16.75,LF,0.129086113,Breads,89,OUT049,14,Medium,Tier 1,Supermarket Type1,1055
DRM48,15.2,LF,0.113125627,Soft Drinks,39,OUT045,11,Small,Tier 2,Supermarket Type1,1156
FDW46,13,Regular,0.070699313,Snack Foods,66,OUT017,6,Small,Tier 2,Supermarket Type1,1174
FDW27,5.86,Regular,0.151467821,Meat,154,OUT018,4,Medium,Tier 3,Supermarket Type2,3413
NCQ05,11.4,LF,0.03616416,Health and Hygiene,150,OUT010,15,Small,Tier 3,Grocery Store,301
FDU40,20.85,LF,0.062606583,Frozen Foods,192,OUT010,15,Small,Tier 3,Grocery Store,387
DRE12,12.6,LF,0.0704378,Soft Drinks,113,OUT027,28,Medium,Tier 3,Supermarket Type3,2943
FDX35,5.04,Regular,0.079844043,Breads,226,OUT013,26,High,Tier 3,Supermarket Type1,4099
FDD51,11.15,LF,0.120139206,Dairy,45,OUT049,14,Medium,Tier 1,Supermarket Type1,453
FDY27,6.38,LF,0.032028115,Dairy,178,OUT018,4,Medium,Tier 3,Supermarket Type2,3212
NCN06,8.39,LF,0.120497266,Household,162,OUT046,16,Small,Tier 1,Supermarket Type1,2621
FDR57,5.68,Regular,0.023492524,Snack Foods,156,OUT035,9,Small,Tier 2,Supermarket Type1,1414
FDL32,15.7,Regular,0.122657336,Fruits and Vegetables,110,OUT049,14,Medium,Tier 1,Supermarket Type1,1566
FDW46,13,Regular,0.070588037,Snack Foods,66,OUT018,4,Medium,Tier 3,Supermarket Type2,1044
NCO17,12.6,LF,0.073024401,Health and Hygiene,122,OUT027,28,Medium,Tier 3,Supermarket Type3,3116
FDR19,13.5,Regular,0.159587755,Fruits and Vegetables,145,OUT013,26,High,Tier 3,Supermarket Type1,729
FDJ33,8.9,Regular,0.088821765,Snack Foods,125,OUT017,6,Small,Tier 2,Supermarket Type1,2956
FDB15,10.9,LF,0.136810742,Dairy,263,OUT046,16,Small,Tier 1,Supermarket Type1,527
FDA52,16.2,Regular,0.128682722,Frozen Foods,178,OUT045,11,Small,Tier 2,Supermarket Type1,1059
FDZ08,12.6,Regular,0.109459733,Fruits and Vegetables,84,OUT027,28,Medium,Tier 3,Supermarket Type3,1321
FDR27,15.1,Regular,0.096644015,Meat,132,OUT017,6,Small,Tier 2,Supermarket Type1,3047
NCK42,7.48,LF,0.013120028,Household,218,OUT046,16,Small,Tier 1,Supermarket Type1,1726
FDZ12,12.6,LF,0,Baking Goods,145,OUT019,28,Small,Tier 1,Grocery Store,143
FDM60,10.8,Regular,0.048339408,Baking Goods,42,OUT018,4,Medium,Tier 3,Supermarket Type2,447
NCI31,20,LF,0.08165845,Others,35,OUT018,4,Medium,Tier 3,Supermarket Type2,586
FDX39,14.3,Regular,0.04975339,Meat,210,OUT049,14,Medium,Tier 1,Supermarket Type1,6332
NCV05,10.1,LF,0.030379382,Health and Hygiene,153,OUT017,6,Small,Tier 2,Supermarket Type1,1854
FDX16,17.85,LF,0.065810045,Frozen Foods,149,OUT046,16,Small,Tier 1,Supermarket Type1,2247
DRK12,9.5,LF,0,Soft Drinks,33,OUT010,15,Small,Tier 3,Grocery Store,33
NCA05,20.75,LF,0.025272781,Health and Hygiene,147,OUT017,6,Small,Tier 2,Supermarket Type1,445
DRG51,12.1,LF,0.019314961,Dairy,165,OUT010,15,Small,Tier 3,Grocery Store,658
NCR30,20.6,LF,0.071282168,Household,74,OUT018,4,Medium,Tier 3,Supermarket Type2,224
NCE31,7.67,LF,0.184843579,Household,33,OUT046,16,Small,Tier 1,Supermarket Type1,727
FDM56,12.6,LF,0.122896411,Fruits and Vegetables,111,OUT019,28,Small,Tier 1,Grocery Store,218
FDP24,20.6,LF,0.082935004,Baking Goods,120,OUT013,26,High,Tier 3,Supermarket Type1,2666
DRM37,15.35,LF,0.161350176,Soft Drinks,197,OUT010,15,Small,Tier 3,Grocery Store,591
FDN56,5.46,Regular,0.106968096,Fruits and Vegetables,143,OUT013,26,High,Tier 3,Supermarket Type1,2312
DRE60,9.4,LF,0.159582185,Soft Drinks,225,OUT049,14,Medium,Tier 1,Supermarket Type1,7018
FDW49,12.6,LF,0.14453827,Canned,181,OUT019,28,Small,Tier 1,Grocery Store,896
FDM20,10,LF,0.038685802,Fruits and Vegetables,244,OUT046,16,Small,Tier 1,Supermarket Type1,4655
FDK15,12.6,LF,0.172309903,Meat,98,OUT019,28,Small,Tier 1,Grocery Store,198
FDK48,7.45,LF,0.037690731,Baking Goods,73,OUT049,14,Medium,Tier 1,Supermarket Type1,451
FDO49,12.6,Regular,0.05787008,Breakfast,50,OUT019,28,Small,Tier 1,Grocery Store,51
FDC09,15.5,Regular,0.026409147,Fruits and Vegetables,102,OUT018,4,Medium,Tier 3,Supermarket Type2,615
NCZ41,19.85,LF,0.064367627,Health and Hygiene,126,OUT013,26,High,Tier 3,Supermarket Type1,876
FDP19,11.5,LF,0.173516063,Fruits and Vegetables,128,OUT046,16,Small,Tier 1,Supermarket Type1,2454
FDQ24,12.6,LF,0.12898088,Baking Goods,250,OUT019,28,Small,Tier 1,Grocery Store,252
DRL11,10.5,LF,0.048115543,Hard Drinks,159,OUT045,11,Small,Tier 2,Supermarket Type1,4103
FDO36,19.7,LF,0.077899109,Baking Goods,178,OUT035,9,Small,Tier 2,Supermarket Type1,2696
FDN52,12.6,Regular,0.13093275,Frozen Foods,87,OUT027,28,Medium,Tier 3,Supermarket Type3,1570
FDF21,10.3,Regular,0.098464979,Fruits and Vegetables,189,OUT010,15,Small,Tier 3,Grocery Store,190
FDU40,20.85,LF,0.037372847,Frozen Foods,193,OUT013,26,High,Tier 3,Supermarket Type1,3100
FDS51,13.35,LF,0.032230526,Meat,61,OUT049,14,Medium,Tier 1,Supermarket Type1,743
FDE45,12.1,LF,0.040357315,Fruits and Vegetables,178,OUT046,16,Small,Tier 1,Supermarket Type1,1612
FDX50,20.1,LF,0.07461309,Dairy,109,OUT035,9,Small,Tier 2,Supermarket Type1,1216
NCN14,12.6,LF,0.160936178,Others,184,OUT019,28,Small,Tier 1,Grocery Store,368
FDQ21,21.25,LF,0.019502354,Snack Foods,121,OUT018,4,Medium,Tier 3,Supermarket Type2,3151
FDV57,12.6,Regular,0.065577449,Snack Foods,182,OUT027,28,Medium,Tier 3,Supermarket Type3,7370
FDB44,6.66,LF,0.016944719,Fruits and Vegetables,209,OUT013,26,High,Tier 3,Supermarket Type1,2955
FDG52,13.65,LF,0.065576228,Frozen Foods,48,OUT013,26,High,Tier 3,Supermarket Type1,643
FDL38,12.6,Regular,0.02579577,Canned,88,OUT019,28,Small,Tier 1,Grocery Store,89
NCS54,13.6,LF,0.010008699,Household,177,OUT049,14,Medium,Tier 1,Supermarket Type1,4940
DRL37,15.5,LF,0.053362086,Soft Drinks,42,OUT035,9,Small,Tier 2,Supermarket Type1,736
FDA43,10.9,LF,0.064621927,Fruits and Vegetables,197,OUT013,26,High,Tier 3,Supermarket Type1,1170
FDZ39,19.7,Regular,0.018126724,Meat,102,OUT017,6,Small,Tier 2,Supermarket Type1,1135
FDG45,8.1,LF,0,Fruits and Vegetables,212,OUT018,4,Medium,Tier 3,Supermarket Type2,3823
FDH10,21,LF,0.049263979,Snack Foods,195,OUT013,26,High,Tier 3,Supermarket Type1,1550
FDO10,13.65,Regular,0.021343732,Snack Foods,58,OUT010,15,Small,Tier 3,Grocery Store,115
FDS35,12.6,LF,0.110681931,Breads,63,OUT027,28,Medium,Tier 3,Supermarket Type3,1033
FDI41,12.6,Regular,0.061955439,Frozen Foods,145,OUT027,28,Medium,Tier 3,Supermarket Type3,4561
